,Hour,GEOTHERMAL,BIOMASS,BIOGAS,SMALL HYDRO,WIND TOTAL,SOLAR PV,SOLAR THERMAL
2017-08-26,23,1190,333,154,432,1278,0,0
2017-08-26,24,1181,331,155,412,1383,0,0
2017-08-27,1,1179,330,156,373,1275,0,0
2017-08-27,2,1185,328,157,375,1539,0,0
2017-08-27,3,1187,329,157,372,1607,0,0
2017-08-27,4,1186,325,157,359,1419,0,0
2017-08-27,5,1188,331,158,383,1117,0,0
2017-08-27,6,1191,336,158,357,1074,0,0
2017-08-27,7,1191,344,158,389,862,112,0
2017-08-27,8,1185,343,159,394,455,2441,33
2017-08-27,9,1175,341,159,391,283,5922,32
2017-08-27,10,1168,350,158,394,156,7623,145
2017-08-27,11,1169,362,158,409,82,8529,381
2017-08-27,12,1168,360,158,436,74,8815,550
2017-08-27,13,1168,361,156,455,178,8858,548
2017-08-27,14,1169,361,154,457,221,8519,271
2017-08-27,15,1167,360,152,452,277,8221,183
2017-08-27,16,1165,359,151,490,337,7802,176
2017-08-27,17,1163,358,154,482,502,6717,183
2017-08-27,18,1160,357,144,499,816,5187,162
2017-08-27,19,1161,358,126,577,1191,1790,65
2017-08-27,20,1166,360,127,577,1502,38,0
2017-08-27,21,1169,360,127,571,1738,0,0
2017-08-27,22,1171,360,130,470,2037,0,0
2017-08-27,23,1173,353,143,426,2106,0,0
2017-08-27,24,1176,348,155,428,2039,0,0
2017-08-28,1,1179,349,158,392,1937,0,0
2017-08-28,2,1180,349,156,378,1764,0,0
2017-08-28,3,1181,349,156,341,1526,0,0
2017-08-28,4,1183,349,158,328,1364,0,0
2017-08-28,5,1186,353,157,330,1137,0,0
2017-08-28,6,1189,356,157,389,1035,0,0
2017-08-28,7,1188,358,157,420,699,106,0
2017-08-28,8,1186,363,156,422,444,2317,0
2017-08-28,9,1181,365,154,423,255,5765,94
2017-08-28,10,1178,362,140,429,186,7135,249
2017-08-28,11,1173,365,148,427,121,8259,267
2017-08-28,12,1156,363,153,408,124,8441,303
2017-08-28,13,1153,366,153,442,205,8601,267
2017-08-28,14,1152,365,154,451,220,8630,374
2017-08-28,15,1151,365,150,456,285,8247,322
2017-08-28,16,1150,365,152,495,291,7459,271
2017-08-28,17,1150,365,155,493,411,6646,232
2017-08-28,18,1150,364,154,525,649,4720,211
2017-08-28,19,1157,364,153,567,872,1554,90
2017-08-28,20,1165,366,157,566,1291,77,0
2017-08-28,21,1168,365,157,542,1224,0,0
2017-08-28,22,1169,362,156,435,1232,0,0
2017-08-28,23,1175,353,155,413,1419,0,0
2017-08-28,24,1181,347,156,423,1375,0,0
2017-08-29,1,1181,340,156,324,1551,0,0
2017-08-29,2,1182,338,156,326,1556,0,0
2017-08-29,3,1183,337,156,337,1325,0,0
2017-08-29,4,1185,339,156,313,1158,0,0
2017-08-29,5,1190,344,156,320,1209,0,0
2017-08-29,6,1194,351,157,331,1209,0,0
2017-08-29,7,1196,359,155,382,1126,121,0
2017-08-29,8,1194,363,153,380,1164,2291,0
2017-08-29,9,1187,364,153,346,903,5854,66
2017-08-29,10,1189,367,157,356,711,7469,296
2017-08-29,11,1186,371,160,394,728,8317,449
2017-08-29,12,1180,377,164,417,709,8648,516
2017-08-29,13,1177,376,164,432,726,8499,527
2017-08-29,14,1175,375,163,458,823,8042,255
2017-08-29,15,1172,372,162,488,1100,6820,264
2017-08-29,16,1172,373,160,561,1467,5512,220
2017-08-29,17,1173,373,159,552,1941,5210,194
2017-08-29,18,1175,369,162,554,1430,4063,189
2017-08-29,19,1180,369,164,561,1562,1352,81
2017-08-29,20,1190,368,166,556,1590,21,17
2017-08-29,21,1197,365,168,493,1855,0,19
2017-08-29,22,1200,374,167,438,1905,0,19
2017-08-29,23,1205,363,167,366,1841,0,11
2017-08-29,24,1207,355,166,366,1915,0,0
2017-08-30,1,1208,353,165,350,2256,0,0
2017-08-30,2,1209,361,167,336,2352,0,0
2017-08-30,3,1210,365,167,318,2238,0,0
2017-08-30,4,1209,369,167,304,2151,0,0
2017-08-30,5,1205,373,166,291,2048,0,0
2017-08-30,6,1209,378,165,357,1806,0,0
2017-08-30,7,1212,385,166,382,1539,92,0
2017-08-30,8,1212,390,165,389,1363,2143,1
2017-08-30,9,1203,391,163,359,1280,5382,230
2017-08-30,10,1197,373,162,360,845,7173,394
2017-08-30,11,1188,385,162,365,689,7889,340
2017-08-30,12,1179,388,163,386,700,8548,590
2017-08-30,13,1176,389,162,427,630,8569,506
2017-08-30,14,1171,389,162,434,627,8202,308
2017-08-30,15,1167,390,160,475,806,7259,215
2017-08-30,16,1165,390,161,553,1475,6637,183
2017-08-30,17,1165,394,162,574,1347,5812,179
2017-08-30,18,1167,390,163,558,1450,4347,150
2017-08-30,19,1174,390,165,561,1674,1350,60
2017-08-30,20,1182,391,167,558,1285,12,20
2017-08-30,21,1187,391,167,486,1167,0,20
2017-08-30,22,1189,391,166,446,1347,0,21
2017-08-30,23,1192,379,165,378,1334,0,21
2017-08-30,24,1197,372,165,375,1187,0,21
2017-08-31,1,1200,368,163,365,1146,0,0
2017-08-31,2,1200,368,165,342,1045,0,0
2017-08-31,3,1194,368,165,308,804,0,0
2017-08-31,4,1192,371,165,309,691,0,0
2017-08-31,5,1189,374,165,308,664,0,0
2017-08-31,6,1191,377,165,361,434,0,0
2017-08-31,7,1194,383,165,381,320,93,0
2017-08-31,8,1191,387,165,384,259,2238,0
2017-08-31,9,1185,387,166,383,226,5535,106
2017-08-31,10,1181,388,167,384,349,7105,132
2017-08-31,11,1174,389,165,391,339,7768,84
2017-08-31,12,1170,386,163,392,363,8374,127
2017-08-31,13,1167,386,164,427,340,8648,186
2017-08-31,14,1165,390,163,425,295,8611,398
2017-08-31,15,1119,389,160,453,265,8307,373
2017-08-31,16,1109,387,159,537,274,6417,246
2017-08-31,17,1111,387,160,539,297,5270,226
2017-08-31,18,1111,383,161,549,1045,3488,208
2017-08-31,19,1112,383,162,563,1087,1156,49
2017-08-31,20,1145,383,163,564,991,26,0
2017-08-31,21,1173,378,165,493,637,0,0
2017-08-31,22,1178,363,164,453,526,0,0
2017-08-31,23,1183,351,163,384,457,0,0
2017-08-31,24,1187,343,162,380,678,0,0
