Date,Source,Site ID,POC,Daily Mean PM2.5 Concentration,UNITS,DAILY_AQI_VALUE,Site Name,DAILY_OBS_COUNT,PERCENT_COMPLETE,AQS_PARAMETER_CODE,AQS_PARAMETER_DESC,CBSA_CODE,CBSA_NAME,STATE_CODE,STATE,COUNTY_CODE,COUNTY,SITE_LATITUDE,SITE_LONGITUDE
3/1/2020,AirNow,60010009,3,6,ug/m3 LC,25,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
3/2/2020,AirNow,60010009,3,3.2,ug/m3 LC,13,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
3/3/2020,AirNow,60010009,3,7.2,ug/m3 LC,30,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
3/4/2020,AirNow,60010009,3,12.5,ug/m3 LC,52,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
3/5/2020,AirNow,60010009,3,11.3,ug/m3 LC,47,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
3/6/2020,AirNow,60010009,3,3.7,ug/m3 LC,15,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
3/7/2020,AirNow,60010009,3,2.7,ug/m3 LC,11,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
3/8/2020,AirNow,60010009,3,3.7,ug/m3 LC,15,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
3/9/2020,AirNow,60010009,3,3.4,ug/m3 LC,14,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
3/10/2020,AirNow,60010009,3,4,ug/m3 LC,17,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
3/11/2020,AirNow,60010009,3,6.1,ug/m3 LC,25,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
3/12/2020,AirNow,60010009,3,9.7,ug/m3 LC,40,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
3/13/2020,AirNow,60010009,3,11.6,ug/m3 LC,48,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
3/14/2020,AirNow,60010009,3,3.9,ug/m3 LC,16,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
3/15/2020,AirNow,60010009,3,2.8,ug/m3 LC,12,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
3/16/2020,AirNow,60010009,3,2.8,ug/m3 LC,12,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
3/17/2020,AirNow,60010009,3,3.9,ug/m3 LC,16,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
3/18/2020,AirNow,60010009,3,4.6,ug/m3 LC,19,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
3/19/2020,AirNow,60010009,3,5.2,ug/m3 LC,22,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
3/20/2020,AirNow,60010009,3,8.1,ug/m3 LC,34,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
3/21/2020,AirNow,60010009,3,6.4,ug/m3 LC,27,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
3/22/2020,AirNow,60010009,3,6.1,ug/m3 LC,25,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
3/23/2020,AirNow,60010009,3,5.5,ug/m3 LC,23,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
3/24/2020,AirNow,60010009,3,2,ug/m3 LC,8,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
3/25/2020,AirNow,60010009,3,3.5,ug/m3 LC,15,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
3/26/2020,AirNow,60010009,3,5.2,ug/m3 LC,22,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
3/27/2020,AirNow,60010009,3,8.5,ug/m3 LC,35,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
3/28/2020,AirNow,60010009,3,10.3,ug/m3 LC,43,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
3/29/2020,AirNow,60010009,3,5,ug/m3 LC,21,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
3/30/2020,AirNow,60010009,3,2.1,ug/m3 LC,9,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
3/31/2020,AirNow,60010009,3,3,ug/m3 LC,13,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
4/1/2020,AirNow,60010009,3,5.7,ug/m3 LC,24,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
4/2/2020,AirNow,60010009,3,4.6,ug/m3 LC,19,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
4/3/2020,AirNow,60010009,3,5.7,ug/m3 LC,24,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
4/4/2020,AirNow,60010009,3,2.6,ug/m3 LC,11,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
4/5/2020,AirNow,60010009,3,3.1,ug/m3 LC,13,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
4/6/2020,AirNow,60010009,3,4.7,ug/m3 LC,20,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
4/7/2020,AirNow,60010009,3,4.5,ug/m3 LC,19,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
4/8/2020,AirNow,60010009,3,5.3,ug/m3 LC,22,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
4/9/2020,AirNow,60010009,3,3.3,ug/m3 LC,14,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
4/10/2020,AirNow,60010009,3,5,ug/m3 LC,21,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
4/11/2020,AirNow,60010009,3,4.8,ug/m3 LC,20,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
4/12/2020,AirNow,60010009,3,10.9,ug/m3 LC,45,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
4/13/2020,AirNow,60010009,3,12.8,ug/m3 LC,52,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
4/14/2020,AirNow,60010009,3,7.5,ug/m3 LC,31,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
4/15/2020,AirNow,60010009,3,9.7,ug/m3 LC,40,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
4/16/2020,AirNow,60010009,3,4.7,ug/m3 LC,20,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
4/17/2020,AirNow,60010009,3,5.4,ug/m3 LC,23,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
4/18/2020,AirNow,60010009,3,5.5,ug/m3 LC,23,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
4/19/2020,AirNow,60010009,3,5.9,ug/m3 LC,25,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
4/20/2020,AirNow,60010009,3,5.5,ug/m3 LC,23,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
4/21/2020,AirNow,60010009,3,6.1,ug/m3 LC,25,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
4/22/2020,AirNow,60010009,3,4.6,ug/m3 LC,19,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
4/23/2020,AirNow,60010009,3,5.3,ug/m3 LC,22,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
4/24/2020,AirNow,60010009,3,8.6,ug/m3 LC,36,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
4/25/2020,AirNow,60010009,3,6.5,ug/m3 LC,27,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
4/26/2020,AirNow,60010009,3,5.5,ug/m3 LC,23,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
4/27/2020,AirNow,60010009,3,7.1,ug/m3 LC,30,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
4/28/2020,AirNow,60010009,3,4.2,ug/m3 LC,18,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
4/29/2020,AirNow,60010009,3,2.9,ug/m3 LC,12,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
4/30/2020,AirNow,60010009,3,5.2,ug/m3 LC,22,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
5/1/2020,AQS,60010009,3,5.5,ug/m3 LC,23,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
5/2/2020,AQS,60010009,3,2.6,ug/m3 LC,11,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
5/3/2020,AQS,60010009,3,4.7,ug/m3 LC,20,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
5/4/2020,AQS,60010009,3,6,ug/m3 LC,25,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
5/5/2020,AQS,60010009,3,3.5,ug/m3 LC,15,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
5/6/2020,AQS,60010009,3,7.8,ug/m3 LC,33,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
5/7/2020,AQS,60010009,3,9.8,ug/m3 LC,41,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
5/8/2020,AQS,60010009,3,12.1,ug/m3 LC,51,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
5/9/2020,AQS,60010009,3,9.2,ug/m3 LC,38,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
5/10/2020,AQS,60010009,3,8.6,ug/m3 LC,36,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
5/11/2020,AQS,60010009,3,4.7,ug/m3 LC,20,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
5/12/2020,AQS,60010009,3,3.8,ug/m3 LC,16,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
5/13/2020,AQS,60010009,3,5,ug/m3 LC,21,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
5/14/2020,AQS,60010009,3,3.2,ug/m3 LC,13,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
5/15/2020,AQS,60010009,3,4.5,ug/m3 LC,19,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
5/16/2020,AQS,60010009,3,2.5,ug/m3 LC,10,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
5/17/2020,AQS,60010009,3,3.7,ug/m3 LC,15,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
5/18/2020,AQS,60010009,3,3.9,ug/m3 LC,16,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
5/19/2020,AQS,60010009,3,4.5,ug/m3 LC,19,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
5/20/2020,AQS,60010009,3,4.1,ug/m3 LC,17,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
5/21/2020,AQS,60010009,3,7.2,ug/m3 LC,30,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
5/22/2020,AQS,60010009,3,8.2,ug/m3 LC,34,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
5/23/2020,AQS,60010009,3,10.5,ug/m3 LC,44,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
5/24/2020,AQS,60010009,3,10.2,ug/m3 LC,43,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
5/25/2020,AQS,60010009,3,9.4,ug/m3 LC,39,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
5/26/2020,AQS,60010009,3,13.2,ug/m3 LC,53,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
5/27/2020,AQS,60010009,3,12.1,ug/m3 LC,51,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
5/28/2020,AQS,60010009,3,6.2,ug/m3 LC,26,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
5/29/2020,AQS,60010009,3,3.5,ug/m3 LC,15,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
5/30/2020,AQS,60010009,3,4.5,ug/m3 LC,19,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
5/31/2020,AQS,60010009,3,4.1,ug/m3 LC,17,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
6/1/2020,AirNow,60010009,3,7.5,ug/m3 LC,31,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
6/2/2020,AirNow,60010009,3,10.2,ug/m3 LC,43,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
6/3/2020,AirNow,60010009,3,11.1,ug/m3 LC,46,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
6/4/2020,AirNow,60010009,3,15.9,ug/m3 LC,59,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
6/5/2020,AirNow,60010009,3,8.2,ug/m3 LC,34,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
6/6/2020,AirNow,60010009,3,6.2,ug/m3 LC,26,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
6/7/2020,AirNow,60010009,3,5.2,ug/m3 LC,22,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
6/8/2020,AirNow,60010009,3,5.1,ug/m3 LC,21,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
6/9/2020,AirNow,60010009,3,7,ug/m3 LC,29,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
6/10/2020,AirNow,60010009,3,6.4,ug/m3 LC,27,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
6/11/2020,AirNow,60010009,3,4.2,ug/m3 LC,18,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
6/12/2020,AirNow,60010009,3,4.7,ug/m3 LC,20,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
6/13/2020,AirNow,60010009,3,3.9,ug/m3 LC,16,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
6/14/2020,AirNow,60010009,3,3,ug/m3 LC,13,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
6/15/2020,AirNow,60010009,3,4.7,ug/m3 LC,20,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
6/16/2020,AirNow,60010009,3,5.8,ug/m3 LC,24,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
6/17/2020,AirNow,60010009,3,6.3,ug/m3 LC,26,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
6/18/2020,AirNow,60010009,3,8.4,ug/m3 LC,35,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
6/19/2020,AirNow,60010009,3,10.3,ug/m3 LC,43,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
6/20/2020,AirNow,60010009,3,5.3,ug/m3 LC,22,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
6/21/2020,AirNow,60010009,3,5.7,ug/m3 LC,24,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
6/22/2020,AirNow,60010009,3,7.5,ug/m3 LC,31,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
6/23/2020,AirNow,60010009,3,6.3,ug/m3 LC,26,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
6/24/2020,AirNow,60010009,3,6.7,ug/m3 LC,28,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
6/25/2020,AirNow,60010009,3,4.9,ug/m3 LC,20,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
6/26/2020,AirNow,60010009,3,6.9,ug/m3 LC,29,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
6/27/2020,AirNow,60010009,3,6.3,ug/m3 LC,26,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
6/28/2020,AirNow,60010009,3,12.7,ug/m3 LC,52,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
6/29/2020,AirNow,60010009,3,13.5,ug/m3 LC,54,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
6/30/2020,AirNow,60010009,3,13.2,ug/m3 LC,53,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
7/1/2020,AirNow,60010009,3,11.7,ug/m3 LC,49,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
7/2/2020,AirNow,60010009,3,9.8,ug/m3 LC,41,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
7/3/2020,AirNow,60010009,3,11.6,ug/m3 LC,48,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
7/4/2020,AirNow,60010009,3,41.1,ug/m3 LC,115,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
7/5/2020,AirNow,60010009,3,25,ug/m3 LC,78,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
7/6/2020,AirNow,60010009,3,9.2,ug/m3 LC,38,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
7/7/2020,AirNow,60010009,3,10,ug/m3 LC,42,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
7/8/2020,AirNow,60010009,3,10.2,ug/m3 LC,43,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
7/9/2020,AirNow,60010009,3,12.3,ug/m3 LC,51,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
7/10/2020,AirNow,60010009,3,5.7,ug/m3 LC,24,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
7/11/2020,AirNow,60010009,3,11.3,ug/m3 LC,47,Oakland,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.743065,-122.169935
