Date,Source,Site ID,POC,Daily Mean PM2.5 Concentration,UNITS,DAILY_AQI_VALUE,Site Name,DAILY_OBS_COUNT,PERCENT_COMPLETE,AQS_PARAMETER_CODE,AQS_PARAMETER_DESC,CBSA_CODE,CBSA_NAME,STATE_CODE,STATE,COUNTY_CODE,COUNTY,SITE_LATITUDE,SITE_LONGITUDE
7/28/2020,AirNow,60010011,3,9.7,ug/m3 LC,40,Oakland West,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.814781,-122.282347
7/29/2020,AirNow,60010011,3,2.2,ug/m3 LC,9,Oakland West,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.814781,-122.282347
7/30/2020,AirNow,60010011,3,2.1,ug/m3 LC,9,Oakland West,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.814781,-122.282347
7/31/2020,AirNow,60010011,3,4.1,ug/m3 LC,17,Oakland West,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.814781,-122.282347
8/1/2020,AirNow,60010011,3,1.2,ug/m3 LC,5,Oakland West,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.814781,-122.282347
8/2/2020,AirNow,60010011,3,3.1,ug/m3 LC,13,Oakland West,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.814781,-122.282347
8/3/2020,AirNow,60010011,3,6.4,ug/m3 LC,27,Oakland West,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.814781,-122.282347
8/4/2020,AirNow,60010011,3,4.8,ug/m3 LC,20,Oakland West,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.814781,-122.282347
8/5/2020,AirNow,60010011,3,6,ug/m3 LC,25,Oakland West,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.814781,-122.282347
8/6/2020,AirNow,60010011,3,6.7,ug/m3 LC,28,Oakland West,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.814781,-122.282347
8/7/2020,AirNow,60010011,3,11.6,ug/m3 LC,48,Oakland West,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.814781,-122.282347
8/8/2020,AirNow,60010011,3,8.5,ug/m3 LC,35,Oakland West,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.814781,-122.282347
8/9/2020,AirNow,60010011,3,4.7,ug/m3 LC,20,Oakland West,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.814781,-122.282347
8/10/2020,AirNow,60010011,3,6.8,ug/m3 LC,28,Oakland West,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.814781,-122.282347
8/11/2020,AirNow,60010011,3,3.6,ug/m3 LC,15,Oakland West,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.814781,-122.282347
8/12/2020,AirNow,60010011,3,3.1,ug/m3 LC,13,Oakland West,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.814781,-122.282347
8/13/2020,AirNow,60010011,3,12.6,ug/m3 LC,52,Oakland West,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.814781,-122.282347
8/14/2020,AirNow,60010011,3,11.2,ug/m3 LC,47,Oakland West,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.814781,-122.282347
8/15/2020,AirNow,60010011,3,13.3,ug/m3 LC,54,Oakland West,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.814781,-122.282347
8/16/2020,AirNow,60010011,3,10.9,ug/m3 LC,45,Oakland West,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.814781,-122.282347
8/17/2020,AirNow,60010011,3,7.1,ug/m3 LC,30,Oakland West,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.814781,-122.282347
8/18/2020,AirNow,60010011,3,10.8,ug/m3 LC,45,Oakland West,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.814781,-122.282347
8/19/2020,AirNow,60010011,3,31.9,ug/m3 LC,93,Oakland West,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.814781,-122.282347
8/20/2020,AirNow,60010011,3,28.9,ug/m3 LC,86,Oakland West,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.814781,-122.282347
8/22/2020,AirNow,60010011,3,26.2,ug/m3 LC,81,Oakland West,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.814781,-122.282347
8/23/2020,AirNow,60010011,3,21.9,ug/m3 LC,72,Oakland West,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.814781,-122.282347
8/24/2020,AirNow,60010011,3,19,ug/m3 LC,66,Oakland West,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.814781,-122.282347
8/25/2020,AirNow,60010011,3,25.2,ug/m3 LC,79,Oakland West,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.814781,-122.282347
8/26/2020,AirNow,60010011,3,8.9,ug/m3 LC,37,Oakland West,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.814781,-122.282347
8/27/2020,AirNow,60010011,3,6.5,ug/m3 LC,27,Oakland West,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.814781,-122.282347
8/28/2020,AirNow,60010011,3,28.2,ug/m3 LC,85,Oakland West,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.814781,-122.282347
8/29/2020,AirNow,60010011,3,14.6,ug/m3 LC,56,Oakland West,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.814781,-122.282347
8/30/2020,AirNow,60010011,3,10.2,ug/m3 LC,43,Oakland West,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.814781,-122.282347
8/31/2020,AirNow,60010011,3,21.7,ug/m3 LC,71,Oakland West,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.814781,-122.282347
9/1/2020,AirNow,60010011,3,16.1,ug/m3 LC,59,Oakland West,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.814781,-122.282347
9/2/2020,AirNow,60010011,3,10.2,ug/m3 LC,43,Oakland West,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.814781,-122.282347
9/3/2020,AirNow,60010011,3,25.9,ug/m3 LC,80,Oakland West,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.814781,-122.282347
9/4/2020,AirNow,60010011,3,17.5,ug/m3 LC,62,Oakland West,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.814781,-122.282347
9/5/2020,AirNow,60010011,3,21.2,ug/m3 LC,70,Oakland West,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.814781,-122.282347
9/6/2020,AirNow,60010011,3,29.9,ug/m3 LC,88,Oakland West,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.814781,-122.282347
9/7/2020,AirNow,60010011,3,23.4,ug/m3 LC,75,Oakland West,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.814781,-122.282347
9/8/2020,AirNow,60010011,3,12.4,ug/m3 LC,52,Oakland West,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.814781,-122.282347
9/9/2020,AirNow,60010011,3,32,ug/m3 LC,93,Oakland West,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.814781,-122.282347
9/10/2020,AirNow,60010011,3,116.9,ug/m3 LC,183,Oakland West,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.814781,-122.282347
9/11/2020,AirNow,60010011,3,159.7,ug/m3 LC,210,Oakland West,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.814781,-122.282347
9/12/2020,AirNow,60010011,3,103.1,ug/m3 LC,176,Oakland West,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.814781,-122.282347
9/13/2020,AirNow,60010011,3,107.3,ug/m3 LC,178,Oakland West,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.814781,-122.282347
1/1/2020,AQS,60010012,3,9.9,ug/m3 LC,41,Laney College,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.793624,-122.263376
1/2/2020,AQS,60010012,3,6.6,ug/m3 LC,28,Laney College,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.793624,-122.263376
1/3/2020,AQS,60010012,3,17.2,ug/m3 LC,62,Laney College,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.793624,-122.263376
1/4/2020,AQS,60010012,3,7.5,ug/m3 LC,31,Laney College,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.793624,-122.263376
1/5/2020,AQS,60010012,3,3.5,ug/m3 LC,15,Laney College,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.793624,-122.263376
1/6/2020,AQS,60010012,3,5.4,ug/m3 LC,23,Laney College,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.793624,-122.263376
1/7/2020,AQS,60010012,3,8.1,ug/m3 LC,34,Laney College,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.793624,-122.263376
1/8/2020,AQS,60010012,3,4.8,ug/m3 LC,20,Laney College,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.793624,-122.263376
1/9/2020,AQS,60010012,3,3,ug/m3 LC,13,Laney College,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.793624,-122.263376
1/10/2020,AQS,60010012,3,5.5,ug/m3 LC,23,Laney College,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.793624,-122.263376
1/11/2020,AQS,60010012,3,5.7,ug/m3 LC,24,Laney College,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.793624,-122.263376
1/12/2020,AQS,60010012,3,8,ug/m3 LC,33,Laney College,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.793624,-122.263376
1/13/2020,AQS,60010012,3,4.3,ug/m3 LC,18,Laney College,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.793624,-122.263376
1/14/2020,AQS,60010012,3,5.8,ug/m3 LC,24,Laney College,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.793624,-122.263376
1/15/2020,AQS,60010012,3,5.8,ug/m3 LC,24,Laney College,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.793624,-122.263376
1/16/2020,AQS,60010012,3,2.1,ug/m3 LC,9,Laney College,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.793624,-122.263376
1/17/2020,AQS,60010012,3,4.2,ug/m3 LC,18,Laney College,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.793624,-122.263376
1/18/2020,AQS,60010012,3,1.6,ug/m3 LC,7,Laney College,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.793624,-122.263376
1/19/2020,AQS,60010012,3,7.7,ug/m3 LC,32,Laney College,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.793624,-122.263376
1/20/2020,AQS,60010012,3,15.6,ug/m3 LC,58,Laney College,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.793624,-122.263376
1/21/2020,AQS,60010012,3,3.6,ug/m3 LC,15,Laney College,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.793624,-122.263376
1/22/2020,AQS,60010012,3,7.5,ug/m3 LC,31,Laney College,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.793624,-122.263376
1/23/2020,AQS,60010012,3,10.8,ug/m3 LC,45,Laney College,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.793624,-122.263376
1/24/2020,AQS,60010012,3,8.8,ug/m3 LC,37,Laney College,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.793624,-122.263376
1/25/2020,AQS,60010012,3,9.2,ug/m3 LC,38,Laney College,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.793624,-122.263376
1/26/2020,AQS,60010012,3,6.1,ug/m3 LC,25,Laney College,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.793624,-122.263376
1/27/2020,AQS,60010012,3,6.9,ug/m3 LC,29,Laney College,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.793624,-122.263376
1/28/2020,AQS,60010012,3,6.6,ug/m3 LC,28,Laney College,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.793624,-122.263376
1/29/2020,AQS,60010012,3,7.9,ug/m3 LC,33,Laney College,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.793624,-122.263376
1/30/2020,AQS,60010012,3,6.2,ug/m3 LC,26,Laney College,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.793624,-122.263376
1/31/2020,AQS,60010012,3,11.1,ug/m3 LC,46,Laney College,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.793624,-122.263376
2/1/2020,AQS,60010012,3,19,ug/m3 LC,66,Laney College,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.793624,-122.263376
2/2/2020,AQS,60010012,3,4,ug/m3 LC,17,Laney College,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.793624,-122.263376
2/3/2020,AQS,60010012,3,-0.2,ug/m3 LC,0,Laney College,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.793624,-122.263376
2/4/2020,AQS,60010012,3,1.4,ug/m3 LC,6,Laney College,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.793624,-122.263376
2/5/2020,AQS,60010012,3,7.1,ug/m3 LC,30,Laney College,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.793624,-122.263376
2/6/2020,AQS,60010012,3,10.4,ug/m3 LC,43,Laney College,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.793624,-122.263376
2/7/2020,AQS,60010012,3,12.5,ug/m3 LC,52,Laney College,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.793624,-122.263376
2/8/2020,AQS,60010012,3,7.2,ug/m3 LC,30,Laney College,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.793624,-122.263376
2/9/2020,AQS,60010012,3,0,ug/m3 LC,0,Laney College,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.793624,-122.263376
2/10/2020,AQS,60010012,3,3.2,ug/m3 LC,13,Laney College,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.793624,-122.263376
2/11/2020,AQS,60010012,3,5.9,ug/m3 LC,25,Laney College,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.793624,-122.263376
2/12/2020,AQS,60010012,3,10.6,ug/m3 LC,44,Laney College,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.793624,-122.263376
2/13/2020,AQS,60010012,3,7.3,ug/m3 LC,30,Laney College,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.793624,-122.263376
2/14/2020,AQS,60010012,3,7.4,ug/m3 LC,31,Laney College,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.793624,-122.263376
2/15/2020,AQS,60010012,3,12.1,ug/m3 LC,51,Laney College,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.793624,-122.263376
2/16/2020,AQS,60010012,3,7.2,ug/m3 LC,30,Laney College,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.793624,-122.263376
2/17/2020,AQS,60010012,3,5.7,ug/m3 LC,24,Laney College,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.793624,-122.263376
2/18/2020,AQS,60010012,3,7.7,ug/m3 LC,32,Laney College,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.793624,-122.263376
2/19/2020,AQS,60010012,3,9.6,ug/m3 LC,40,Laney College,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.793624,-122.263376
2/20/2020,AQS,60010012,3,11.9,ug/m3 LC,50,Laney College,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.793624,-122.263376
2/21/2020,AQS,60010012,3,14.5,ug/m3 LC,56,Laney College,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.793624,-122.263376
2/22/2020,AQS,60010012,3,11.7,ug/m3 LC,49,Laney College,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.793624,-122.263376
2/23/2020,AQS,60010012,3,8,ug/m3 LC,33,Laney College,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.793624,-122.263376
2/24/2020,AQS,60010012,3,5.8,ug/m3 LC,24,Laney College,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.793624,-122.263376
2/25/2020,AQS,60010012,3,7.1,ug/m3 LC,30,Laney College,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.793624,-122.263376
2/26/2020,AQS,60010012,3,12.3,ug/m3 LC,51,Laney College,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.793624,-122.263376
2/27/2020,AQS,60010012,3,14.3,ug/m3 LC,56,Laney College,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.793624,-122.263376
2/28/2020,AQS,60010012,3,11.7,ug/m3 LC,49,Laney College,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.793624,-122.263376
2/29/2020,AQS,60010012,3,6.9,ug/m3 LC,29,Laney College,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.793624,-122.263376
3/1/2020,AirNow,60010012,3,3.7,ug/m3 LC,15,Laney College,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.793624,-122.263376
3/2/2020,AirNow,60010012,3,1,ug/m3 LC,4,Laney College,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.793624,-122.263376
3/3/2020,AirNow,60010012,3,8.9,ug/m3 LC,37,Laney College,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.793624,-122.263376
3/4/2020,AirNow,60010012,3,12.6,ug/m3 LC,52,Laney College,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.793624,-122.263376
3/5/2020,AirNow,60010012,3,9.7,ug/m3 LC,40,Laney College,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.793624,-122.263376
3/6/2020,AirNow,60010012,3,3,ug/m3 LC,13,Laney College,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.793624,-122.263376
3/7/2020,AirNow,60010012,3,1.2,ug/m3 LC,5,Laney College,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.793624,-122.263376
3/8/2020,AirNow,60010012,3,3.2,ug/m3 LC,13,Laney College,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.793624,-122.263376
3/9/2020,AirNow,60010012,3,3,ug/m3 LC,13,Laney College,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.793624,-122.263376
3/10/2020,AirNow,60010012,3,4.4,ug/m3 LC,18,Laney College,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.793624,-122.263376
3/11/2020,AirNow,60010012,3,6.1,ug/m3 LC,25,Laney College,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.793624,-122.263376
3/12/2020,AirNow,60010012,3,9.3,ug/m3 LC,39,Laney College,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.793624,-122.263376
3/13/2020,AirNow,60010012,3,12.2,ug/m3 LC,51,Laney College,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.793624,-122.263376
3/14/2020,AirNow,60010012,3,2.3,ug/m3 LC,10,Laney College,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.793624,-122.263376
3/15/2020,AirNow,60010012,3,2,ug/m3 LC,8,Laney College,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.793624,-122.263376
3/16/2020,AirNow,60010012,3,0.3,ug/m3 LC,1,Laney College,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.793624,-122.263376
3/17/2020,AirNow,60010012,3,1,ug/m3 LC,4,Laney College,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.793624,-122.263376
3/18/2020,AirNow,60010012,3,3.3,ug/m3 LC,14,Laney College,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.793624,-122.263376
3/19/2020,AirNow,60010012,3,3.9,ug/m3 LC,16,Laney College,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.793624,-122.263376
3/20/2020,AirNow,60010012,3,5.7,ug/m3 LC,24,Laney College,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.793624,-122.263376
3/21/2020,AirNow,60010012,3,4.3,ug/m3 LC,18,Laney College,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.793624,-122.263376
3/22/2020,AirNow,60010012,3,4.4,ug/m3 LC,18,Laney College,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.793624,-122.263376
3/23/2020,AirNow,60010012,3,5,ug/m3 LC,21,Laney College,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.793624,-122.263376
3/24/2020,AirNow,60010012,3,2.2,ug/m3 LC,9,Laney College,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.793624,-122.263376
3/25/2020,AirNow,60010012,3,1.6,ug/m3 LC,7,Laney College,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.793624,-122.263376
3/26/2020,AirNow,60010012,3,1.9,ug/m3 LC,8,Laney College,1,100,88101,PM2.5 - Local Conditions,41860,"San Francisco-Oakland-Hayward, CA",6,California,1,Alameda,37.793624,-122.263376
