Date,Hour,GEOTHERMAL,BIOMASS,BIOGAS,SMALL HYDRO,WIND TOTAL,SOLAR PV,SOLAR THERMAL
2018-04-06,8,667,237,247,519,3765,1190,57
2018-04-06,9,663,238,244,525,3619,3558,258
2018-04-06,10,661,241,241,473,3452,5249,354
2018-04-06,11,660,242,243,419,2959,6512,252
2018-04-06,12,660,241,243,417,2976,7189,162
2018-04-06,13,659,245,244,407,2952,7156,230
2018-04-06,14,659,257,244,409,3386,6874,184
2018-04-06,15,658,277,244,424,3822,6566,54
2018-04-06,16,651,291,244,431,3823,5512,16
2018-04-06,17,648,294,245,521,3709,4342,4
2018-04-06,18,661,287,244,527,3553,2622,0
2018-04-06,19,661,283,244,551,3357,817,0
2018-04-06,20,668,284,244,551,3497,0,0
2018-04-06,21,705,277,244,548,3584,0,0
2018-04-06,22,717,272,244,517,3559,0,0
2018-04-06,23,717,255,243,506,3297,0,0
2018-04-06,24,717,250,243,506,3130,0,0
2018-04-07,1,717,259,244,461,2948,0,0
2018-04-07,2,717,265,244,462,2874,0,0
2018-04-07,3,718,265,244,455,2588,0,0
2018-04-07,4,718,266,244,462,2419,0,0
2018-04-07,5,718,270,245,462,2418,0,0
2018-04-07,6,719,273,245,498,2466,0,0
2018-04-07,7,722,285,246,512,2524,53,0
2018-04-07,8,722,290,246,510,2311,1691,0
2018-04-07,9,722,298,244,510,2471,4667,0
2018-04-07,10,722,300,242,465,2771,6250,32
2018-04-07,11,722,288,241,458,3110,7195,293
2018-04-07,12,721,288,241,451,3126,7798,388
2018-04-07,13,721,296,241,455,3592,7684,423
2018-04-07,14,674,301,240,425,3927,7823,250
2018-04-07,15,673,299,240,425,3827,7910,25
2018-04-07,16,660,300,240,424,3996,7489,8
2018-04-07,17,659,299,243,508,4122,7161,0
2018-04-07,18,697,290,243,523,4104,5179,0
2018-04-07,19,728,290,244,520,3917,1629,0
2018-04-07,20,727,290,243,564,3531,28,0
2018-04-07,21,708,289,243,528,3452,0,0
2018-04-07,22,724,272,243,519,3511,0,0
2018-04-07,23,729,264,243,519,3526,0,0
2018-04-07,24,729,274,243,521,3617,0,0
2018-04-08,1,729,276,244,464,3632,0,0
2018-04-08,2,729,278,243,466,3812,0,0
2018-04-08,3,730,276,243,461,3716,0,0
2018-04-08,4,730,274,244,462,3517,0,0
2018-04-08,5,730,274,244,464,3078,0,0
2018-04-08,6,730,277,244,514,2967,0,0
2018-04-08,7,730,290,243,552,3068,101,0
2018-04-08,8,729,295,244,518,3450,2477,32
2018-04-08,9,657,295,238,509,3394,4885,261
2018-04-08,10,644,292,236,454,3289,6551,490
2018-04-08,11,616,288,235,398,2919,7427,565
2018-04-08,12,607,295,236,394,2570,8363,580
2018-04-08,13,610,295,236,392,2230,8633,577
2018-04-08,14,622,292,235,380,1921,9079,574
2018-04-08,15,661,291,235,387,2024,8825,577
2018-04-08,16,662,304,235,382,2511,8168,587
2018-04-08,17,662,304,235,377,2537,7873,576
2018-04-08,18,686,302,235,426,2794,6255,487
2018-04-08,19,727,300,236,473,3208,1936,155
2018-04-08,20,727,300,236,478,3165,29,0
2018-04-08,21,718,301,236,441,3073,0,0
2018-04-08,22,726,295,236,433,2978,0,0
2018-04-08,23,727,284,235,403,2529,0,0
2018-04-08,24,726,288,236,389,2053,0,0
2018-04-09,1,726,284,236,362,1766,0,0
2018-04-09,2,727,287,236,369,1403,0,0
2018-04-09,3,727,288,236,372,1072,0,0
2018-04-09,4,727,289,236,369,935,0,0
2018-04-09,5,727,288,237,431,788,0,0
2018-04-09,6,728,288,241,459,453,0,0
2018-04-09,7,728,294,244,487,383,136,0
2018-04-09,8,727,294,241,488,340,2856,86
2018-04-09,9,727,296,241,404,382,6935,338
2018-04-09,10,727,298,240,400,570,8530,517
2018-04-09,11,725,302,237,411,610,9192,561
2018-04-09,12,723,305,229,415,663,9558,567
2018-04-09,13,721,307,229,433,611,9729,509
2018-04-09,14,719,306,228,438,565,9665,450
2018-04-09,15,717,306,232,470,528,9741,522
2018-04-09,16,718,309,231,467,419,9166,509
2018-04-09,17,718,310,231,464,373,8082,230
2018-04-09,18,717,307,232,483,416,5731,213
2018-04-09,19,712,309,234,529,373,1737,72
2018-04-09,20,705,308,234,555,485,27,0
2018-04-09,21,688,303,234,519,514,0,0
2018-04-09,22,686,303,235,423,513,0,0
2018-04-09,23,687,291,234,416,498,0,0
2018-04-09,24,688,292,234,415,423,0,0
2018-04-10,1,692,287,232,370,408,0,0
2018-04-10,2,704,271,233,370,424,0,0
2018-04-10,3,718,287,233,373,576,0,0
2018-04-10,4,724,292,234,371,785,0,0
2018-04-10,5,726,294,234,406,862,0,0
2018-04-10,6,727,295,234,442,740,0,0
2018-04-10,7,730,298,233,506,806,133,0
2018-04-10,8,730,300,233,549,860,2461,0
2018-04-10,9,728,300,233,471,1042,6211,33
2018-04-10,10,725,305,231,425,984,8315,138
2018-04-10,11,724,285,231,439,782,9317,275
2018-04-10,12,722,295,230,445,856,9598,287
2018-04-10,13,720,311,230,438,965,9568,281
2018-04-10,14,719,308,228,442,1254,9445,282
2018-04-10,15,718,304,230,475,1382,9460,257
2018-04-10,16,717,300,236,474,1555,8934,274
2018-04-10,17,716,287,238,478,1862,7675,252
2018-04-10,18,717,284,238,504,2017,5066,212
2018-04-10,19,698,285,240,543,2109,1488,41
2018-04-10,20,692,284,240,552,1960,10,0
2018-04-10,21,699,282,242,530,2230,0,0
2018-04-10,22,700,281,242,478,2836,0,0
2018-04-10,23,691,270,241,426,3176,0,0
2018-04-10,24,697,269,241,420,3670,0,0
2018-04-11,1,701,271,241,381,3890,0,0
2018-04-11,2,702,271,242,379,3753,0,0
2018-04-11,3,702,271,243,380,3200,0,0
2018-04-11,4,725,272,243,379,3472,0,0
2018-04-11,5,728,272,244,380,3428,0,0
2018-04-11,6,728,272,241,463,3725,0,0
2018-04-11,7,729,275,238,523,2999,177,0
2018-04-11,8,723,279,232,534,2738,2684,0
2018-04-11,9,686,278,231,530,2603,6693,101
2018-04-11,10,717,279,234,449,1979,8487,277
2018-04-11,11,718,280,236,440,1629,9286,305
2018-04-11,12,717,282,239,419,1968,9700,304
2018-04-11,13,715,283,241,445,3227,9527,280
2018-04-11,14,712,282,241,438,3813,9489,215
2018-04-11,15,713,282,241,443,4035,9246,187
2018-04-11,16,713,286,242,449,3630,8632,110
2018-04-11,17,715,287,241,492,3469,7241,101
2018-04-11,18,718,284,241,504,3309,4459,67
2018-04-11,19,718,283,242,614,3268,1309,9
2018-04-11,20,713,283,244,638,3658,28,0
2018-04-11,21,719,282,244,637,4192,0,0
2018-04-11,22,721,269,243,616,4389,0,0
2018-04-11,23,723,233,243,503,4337,0,0
2018-04-11,24,707,237,243,433,4306,0,0
2018-04-12,1,685,243,241,433,4337,0,0
2018-04-12,2,653,237,241,429,4186,0,0
2018-04-12,3,644,239,242,397,4262,0,0
2018-04-12,4,674,239,243,397,4037,0,0
2018-04-12,5,676,235,243,398,3601,0,0
2018-04-12,6,669,234,243,545,3367,0,0
2018-04-12,7,666,240,241,646,3527,126,0
2018-04-12,8,662,243,237,626,3207,2623,0
2018-04-12,9,654,242,236,481,3097,6170,44
2018-04-12,10,650,245,236,451,2899,7732,93
2018-04-12,11,650,245,235,456,3068,8601,32
2018-04-12,12,648,244,235,444,3403,8999,0
2018-04-12,13,669,253,236,430,3616,9317,0
2018-04-12,14,699,253,236,472,3233,9345,0
2018-04-12,15,702,255,233,418,2675,9071,0
2018-04-12,16,709,257,230,455,2737,8541,62
2018-04-12,17,717,266,233,459,2781,7774,57
2018-04-12,18,721,262,235,470,2627,5487,54
2018-04-12,19,715,263,236,639,2493,1852,15
2018-04-12,20,720,263,238,644,2593,37,0
2018-04-12,21,721,260,238,643,2595,0,0
2018-04-12,22,722,256,238,641,2620,0,0
2018-04-12,23,722,255,237,575,2693,0,0
2018-04-12,24,722,273,236,438,2997,0,0
2018-04-13,1,725,284,237,426,2975,0,0
2018-04-13,2,726,289,238,423,2896,0,0
2018-04-13,3,727,285,239,425,2772,0,0
2018-04-13,4,727,253,239,428,2620,0,0
2018-04-13,5,727,254,239,426,2438,0,0
2018-04-13,6,726,253,239,536,1992,0,0
2018-04-13,7,727,259,239,591,1535,219,0
2018-04-13,8,727,262,237,634,1136,3107,29
2018-04-13,9,725,261,237,473,1121,7270,111
2018-04-13,10,723,262,235,451,1515,8970,226
2018-04-13,11,723,265,233,450,1354,9807,304
2018-04-13,12,721,262,233,454,1309,9999,311
2018-04-13,13,721,266,234,457,1184,10023,308
2018-04-13,14,721,265,237,418,1089,10000,309
2018-04-13,15,720,267,239,410,1008,9834,314
2018-04-13,16,718,268,237,439,817,9006,313
2018-04-13,17,718,270,239,446,579,8603,295
2018-04-13,18,769,257,241,483,518,6544,257
2018-04-13,19,851,251,240,579,699,2291,95
2018-04-13,20,861,250,243,626,879,91,0
2018-04-13,21,875,247,243,627,943,0,0
2018-04-13,22,888,245,242,588,806,0,0
2018-04-13,23,924,239,242,559,449,0,0
2018-04-13,24,933,243,242,421,393,0,0
2018-04-14,1,955,255,243,426,481,0,0
2018-04-14,2,957,261,243,426,521,0,0
2018-04-14,3,955,275,243,422,595,0,0
2018-04-14,4,955,297,243,387,675,0,0
2018-04-14,5,954,302,244,424,630,0,0
2018-04-14,6,954,290,243,596,535,0,0
2018-04-14,7,953,277,243,617,463,252,0
2018-04-14,8,953,279,243,488,511,3468,12
2018-04-14,9,953,279,244,440,529,7598,186
2018-04-14,10,950,275,244,435,564,9205,307
2018-04-14,11,950,275,243,425,665,9804,326
2018-04-14,12,948,274,243,388,639,10027,322
2018-04-14,13,945,274,243,393,547,10026,317
2018-04-14,14,944,274,243,391,495,10005,315
2018-04-14,15,943,275,243,389,498,9962,319
2018-04-14,16,944,280,243,397,639,9639,324
2018-04-14,17,947,281,239,394,779,8837,326
2018-04-14,18,944,282,241,428,1147,6710,283
2018-04-14,19,944,279,243,528,1298,2362,101
2018-04-14,20,951,262,243,635,1514,90,0
2018-04-14,21,956,260,243,637,1822,0,0
2018-04-14,22,958,251,243,626,1915,0,0
2018-04-14,23,960,236,241,500,2008,0,0
2018-04-14,24,958,255,240,406,2027,0,0
2018-04-15,1,955,259,239,452,2054,0,0
2018-04-15,2,955,240,241,448,2119,0,0
2018-04-15,3,953,258,242,449,2051,0,0
2018-04-15,4,953,263,243,453,1633,0,0
2018-04-15,5,954,261,242,452,1257,0,0
2018-04-15,6,954,261,242,450,1138,0,0
2018-04-15,7,948,272,242,467,1197,217,0
2018-04-15,8,955,253,243,472,972,2396,0
2018-04-15,9,927,241,243,469,864,5590,0
2018-04-15,10,898,239,243,401,1251,7377,0
2018-04-15,11,899,239,242,394,1805,8134,0
2018-04-15,12,896,241,242,394,1996,8257,0
2018-04-15,13,904,240,242,399,2141,8343,0
2018-04-15,14,906,241,242,392,2470,8009,0
2018-04-15,15,904,240,242,391,2419,7159,0
2018-04-15,16,902,239,241,390,2739,5980,0
2018-04-15,17,903,236,241,392,2706,5543,0
2018-04-15,18,910,220,237,459,2634,4016,0
2018-04-15,19,950,212,236,661,2558,1655,0
2018-04-15,20,951,191,236,671,2301,63,0
2018-04-15,21,950,189,232,681,2359,0,0
2018-04-15,22,952,180,233,642,2243,0,0
2018-04-15,23,952,164,229,573,2112,0,0
2018-04-15,24,953,189,227,539,2261,0,0
2018-04-16,1,952,204,225,426,2354,0,0
2018-04-16,2,952,208,227,422,2809,0,0
2018-04-16,3,953,209,228,425,2959,0,0
2018-04-16,4,915,208,201,423,2580,0,0
2018-04-16,5,901,201,201,460,2608,0,0
2018-04-16,6,903,199,200,512,2670,0,0
2018-04-16,7,903,206,200,612,2524,121,0
2018-04-16,8,902,211,197,572,2511,2115,0
2018-04-16,9,899,214,190,562,2583,5105,46
2018-04-16,10,897,219,190,465,2744,6242,143
2018-04-16,11,909,226,194,452,2988,6662,167
2018-04-16,12,928,224,196,441,3236,6822,196
2018-04-16,13,927,224,199,410,3572,6743,248
2018-04-16,14,927,227,202,478,3619,6866,245
2018-04-16,15,927,225,201,453,3351,6367,244
2018-04-16,16,926,224,201,451,3423,5314,233
2018-04-16,17,921,229,201,455,3607,4619,185
2018-04-16,18,888,225,201,453,4118,3487,64
2018-04-16,19,880,187,201,593,4237,1267,0
2018-04-16,20,882,188,205,603,3713,23,0
2018-04-16,21,883,188,206,599,2822,0,0
2018-04-16,22,883,181,189,564,2263,0,0
2018-04-16,23,883,169,176,539,1971,0,0
2018-04-16,24,884,168,177,536,1803,0,0
2018-04-17,1,886,168,191,421,2042,0,0
2018-04-17,2,887,166,203,411,1918,0,0
2018-04-17,3,887,167,207,393,1847,0,0
2018-04-17,4,887,178,206,395,2041,0,0
2018-04-17,5,886,202,207,394,3068,0,0
2018-04-17,6,885,214,207,530,3082,0,0
2018-04-17,7,885,223,206,565,2848,329,0
2018-04-17,8,881,232,205,600,2332,3640,0
2018-04-17,9,875,234,202,598,1682,6805,269
2018-04-17,10,876,235,203,493,1080,7948,414
2018-04-17,11,876,245,201,453,939,8756,435
2018-04-17,12,876,241,201,450,804,8697,434
2018-04-17,13,876,244,205,448,905,8418,429
2018-04-17,14,876,251,205,414,733,8651,440
2018-04-17,15,875,250,206,429,654,9039,463
2018-04-17,16,872,236,202,415,733,8551,472
2018-04-17,17,869,217,201,445,685,6927,471
2018-04-17,18,871,214,203,537,799,5868,408
2018-04-17,19,880,230,203,613,1007,2566,168
2018-04-17,20,880,244,205,604,1281,94,0
2018-04-17,21,880,246,205,606,1641,0,0
2018-04-17,22,884,246,204,605,1272,0,0
2018-04-17,23,884,237,205,551,936,0,0
2018-04-17,24,890,238,205,537,851,0,0
2018-04-18,1,905,239,204,437,629,0,0
2018-04-18,2,926,237,205,436,332,0,0
2018-04-18,3,925,235,204,436,188,0,0
2018-04-18,4,923,236,201,438,193,0,0
2018-04-18,5,921,229,205,439,379,0,0
2018-04-18,6,921,228,206,541,427,0,0
2018-04-18,7,922,232,205,603,385,377,0
2018-04-18,8,922,235,202,571,388,3164,66
2018-04-18,9,924,213,198,563,411,6560,301
2018-04-18,10,924,213,197,511,393,7897,414
2018-04-18,11,923,218,195,459,324,8293,461
2018-04-18,12,922,224,190,455,289,8695,450
2018-04-18,13,923,230,185,420,372,9146,457
2018-04-18,14,920,233,193,421,557,9057,397
2018-04-18,15,923,233,193,419,795,8781,404
2018-04-18,16,920,234,199,423,1321,8367,257
2018-04-18,17,917,238,204,457,1762,7540,230
2018-04-18,18,917,236,206,543,2072,5322,271
2018-04-18,19,918,237,207,569,1988,1881,135
2018-04-18,20,918,236,211,617,1889,108,0
2018-04-18,21,921,235,213,616,1882,4,0
2018-04-18,22,923,232,213,618,1705,4,0
2018-04-18,23,923,226,218,560,1791,4,0
2018-04-18,24,922,225,221,548,2072,4,0
2018-04-19,1,921,225,221,440,2731,4,0
2018-04-19,2,921,228,221,441,3177,0,0
2018-04-19,3,920,228,222,442,2792,0,0
2018-04-19,4,920,226,223,446,2786,0,0
2018-04-19,5,921,225,222,444,2945,0,0
2018-04-19,6,922,221,222,544,3469,0,0
2018-04-19,7,921,221,222,609,3397,294,0
2018-04-19,8,921,211,220,610,3324,2623,0
2018-04-19,9,919,207,216,573,3195,6145,234
2018-04-19,10,918,200,215,492,3501,8013,246
2018-04-19,11,917,187,214,464,3544,8220,23
2018-04-19,12,917,199,217,423,3603,8122,19
2018-04-19,13,916,210,216,427,3465,7635,21
2018-04-19,14,928,210,217,425,3132,7691,0
2018-04-19,15,918,217,214,425,4008,7572,0
2018-04-19,16,932,216,213,425,4059,7123,0
2018-04-19,17,935,219,212,442,3047,6736,0
2018-04-19,18,935,220,207,449,2717,5067,0
2018-04-19,19,935,221,209,490,3009,2034,0
2018-04-19,20,935,221,219,587,4003,73,0
2018-04-19,21,937,219,225,592,4156,0,0
2018-04-19,22,936,220,227,590,4338,0,0
2018-04-19,23,940,215,226,554,4527,0,0
2018-04-19,24,947,214,227,545,4531,0,0
2018-04-20,1,947,217,227,400,4485,0,0
2018-04-20,2,947,217,228,392,4426,0,0
2018-04-20,3,947,217,228,392,4362,0,0
2018-04-20,4,947,219,228,390,4226,0,0
2018-04-20,5,948,221,228,391,3868,0,0
2018-04-20,6,947,218,231,532,3495,0,0
2018-04-20,7,948,220,224,564,3087,435,0
2018-04-20,8,947,220,223,603,2649,4055,60
2018-04-20,9,944,218,220,601,1913,7859,252
2018-04-20,10,943,221,221,490,1610,8906,300
2018-04-20,11,942,222,229,452,1536,9019,437
2018-04-20,12,940,221,231,453,1486,9256,464
2018-04-20,13,938,220,231,445,1290,9602,462
2018-04-20,14,938,230,233,410,1358,9659,465
2018-04-20,15,937,233,232,446,1763,8961,466
2018-04-20,16,937,245,232,452,2027,8737,466
2018-04-20,17,936,252,235,454,2561,8179,461
2018-04-20,18,935,250,234,542,3216,6264,413
2018-04-20,19,935,246,235,603,3452,2537,179
2018-04-20,20,938,243,235,605,3772,127,0
2018-04-20,21,941,245,234,608,4072,0,0
2018-04-20,22,941,246,234,607,3843,0,0
2018-04-20,23,941,241,235,551,3773,0,0
2018-04-20,24,942,238,238,540,3630,0,0
2018-04-21,1,943,242,238,435,3185,0,0
2018-04-21,2,943,241,240,393,2708,0,0
2018-04-21,3,943,242,241,392,1852,0,0
2018-04-21,4,944,245,241,392,1068,0,0
2018-04-21,5,944,253,241,429,838,0,0
2018-04-21,6,943,254,241,434,787,0,0
2018-04-21,7,941,262,241,457,673,448,0
2018-04-21,8,939,264,240,457,579,3959,75
2018-04-21,9,936,262,240,467,560,7230,240
2018-04-21,10,935,262,240,467,662,8330,325
2018-04-21,11,934,259,241,457,686,8907,365
2018-04-21,12,932,260,241,394,522,9512,413
2018-04-21,13,929,256,239,394,339,9579,468
2018-04-21,14,928,266,239,400,235,9526,470
2018-04-21,15,927,281,239,425,236,9082,469
2018-04-21,16,927,285,239,425,355,8200,409
2018-04-21,17,927,285,240,461,601,7189,456
2018-04-21,18,926,285,241,475,981,5143,344
2018-04-21,19,926,285,240,609,1245,1797,61
2018-04-21,20,928,284,241,609,1668,72,0
2018-04-21,21,932,281,241,613,2045,0,0
2018-04-21,22,939,283,241,573,2290,0,0
2018-04-21,23,940,276,241,527,2486,0,0
2018-04-21,24,940,276,241,453,2549,0,0
2018-04-22,1,941,275,241,438,2539,0,0
2018-04-22,2,941,275,240,436,2422,0,0
2018-04-22,3,941,276,240,438,2327,0,0
2018-04-22,4,941,275,241,438,2055,0,0
2018-04-22,5,939,278,242,435,1682,0,0
2018-04-22,6,936,277,242,438,1307,0,0
2018-04-22,7,936,287,242,455,803,433,0
2018-04-22,8,936,285,242,456,573,3601,0
2018-04-22,9,934,281,242,457,360,7074,260
2018-04-22,10,932,281,241,418,314,8336,371
2018-04-22,11,929,281,240,407,372,9194,301
2018-04-22,12,927,280,240,374,213,9310,266
2018-04-22,13,925,278,239,378,191,9600,414
2018-04-22,14,924,278,239,374,277,9712,453
2018-04-22,15,923,276,238,382,758,9583,458
2018-04-22,16,922,276,239,385,1370,9327,503
2018-04-22,17,923,276,239,415,1986,8534,571
2018-04-22,18,923,271,238,459,2180,6639,506
2018-04-22,19,922,271,239,607,2205,2593,223
2018-04-22,20,924,268,239,604,2164,132,0
2018-04-22,21,928,265,239,602,2428,0,0
2018-04-22,22,931,258,239,585,2367,0,0
2018-04-22,23,933,247,239,510,1976,0,0
2018-04-22,24,933,247,238,442,2067,0,0
2018-04-23,1,933,247,238,388,2350,0,0
2018-04-23,2,933,246,239,383,2124,0,0
2018-04-23,3,934,247,239,383,2123,0,0
2018-04-23,4,934,242,239,384,1958,0,0
2018-04-23,5,938,226,239,386,2058,0,0
2018-04-23,6,940,224,239,501,1856,0,0
2018-04-23,7,941,227,239,556,1434,532,0
2018-04-23,8,941,227,237,557,1165,4114,176
2018-04-23,9,934,226,238,452,990,7712,451
2018-04-23,10,926,204,231,451,1162,8951,542
2018-04-23,11,925,199,230,451,1059,9509,576
2018-04-23,12,923,197,233,450,940,9692,578
2018-04-23,13,921,202,236,452,836,9703,582
2018-04-23,14,919,202,234,450,926,9708,585
2018-04-23,15,920,207,236,450,1242,9590,585
2018-04-23,16,919,220,236,551,1588,9093,589
2018-04-23,17,921,228,236,558,1780,8149,570
2018-04-23,18,909,229,236,556,1806,5979,460
2018-04-23,19,883,228,238,596,1902,2430,191
2018-04-23,20,891,222,238,600,1954,138,0
2018-04-23,21,893,211,237,609,2378,0,0
2018-04-23,22,890,213,237,610,2765,0,0
2018-04-23,23,903,214,237,551,2932,0,0
2018-04-23,24,897,226,237,461,3123,0,0
2018-04-24,1,866,227,238,406,3150,0,0
2018-04-24,2,866,228,238,407,3113,0,0
2018-04-24,3,867,231,238,395,2894,0,0
2018-04-24,4,869,245,240,394,2518,0,0
2018-04-24,5,870,249,239,395,2292,0,0
2018-04-24,6,872,247,240,433,1812,0,0
2018-04-24,7,874,249,239,594,1664,517,0
2018-04-24,8,868,249,237,605,1540,4012,32
2018-04-24,9,865,248,235,567,1183,7290,327
2018-04-24,10,865,248,237,449,1003,8523,462
2018-04-24,11,863,250,237,450,919,9165,531
2018-04-24,12,862,248,237,481,878,9692,578
2018-04-24,13,862,251,237,444,841,9465,577
2018-04-24,14,862,268,236,444,1043,8428,477
2018-04-24,15,865,278,236,506,1110,8384,381
2018-04-24,16,871,276,236,554,1192,8420,232
2018-04-24,17,865,276,236,563,1497,7799,17
2018-04-24,18,864,277,236,569,2014,5787,0
2018-04-24,19,865,280,238,609,2533,2426,0
2018-04-24,20,871,292,238,614,2972,113,0
2018-04-24,21,869,295,238,613,3157,0,0
2018-04-24,22,866,301,238,615,3225,0,0
2018-04-24,23,908,300,236,478,3253,0,0
2018-04-24,24,932,299,236,446,3134,0,0
2018-04-25,1,934,298,236,440,2697,0,0
2018-04-25,2,934,297,237,436,2864,0,0
2018-04-25,3,933,297,236,398,2882,0,0
2018-04-25,4,933,300,236,397,2707,0,0
2018-04-25,5,933,302,236,429,2557,0,0
2018-04-25,6,932,300,237,440,2308,0,0
2018-04-25,7,923,298,236,565,2052,563,0
2018-04-25,8,931,303,230,606,1876,3959,164
2018-04-25,9,913,300,227,558,1566,7455,443
2018-04-25,10,926,291,227,438,1297,8128,554
2018-04-25,11,924,281,229,431,1059,9136,577
2018-04-25,12,923,283,228,430,926,9167,583
2018-04-25,13,919,290,229,429,997,9192,573
2018-04-25,14,917,288,229,428,1093,9619,570
2018-04-25,15,926,286,230,428,1165,9703,584
2018-04-25,16,915,287,231,535,1450,9215,562
2018-04-25,17,905,286,231,549,1738,8341,526
2018-04-25,18,906,285,234,562,1937,6260,482
2018-04-25,19,916,280,238,597,2255,2540,218
2018-04-25,20,919,270,239,597,2661,150,0
2018-04-25,21,917,258,238,593,2938,0,0
2018-04-25,22,918,246,236,594,3075,0,0
2018-04-25,23,922,251,238,461,3360,0,0
2018-04-25,24,924,252,238,415,3380,0,0
2018-04-26,1,925,268,237,374,3279,0,0
2018-04-26,2,926,269,238,381,3276,0,0
2018-04-26,3,926,271,239,382,3393,0,0
2018-04-26,4,927,273,239,382,3448,0,0
2018-04-26,5,927,274,239,380,3473,0,0
2018-04-26,6,927,271,239,425,3162,0,0
2018-04-26,7,928,277,238,547,2815,510,4
2018-04-26,8,907,280,234,585,2577,3639,203
2018-04-26,9,852,278,235,546,2387,7200,418
2018-04-26,10,855,273,236,427,2306,8771,530
2018-04-26,11,878,273,235,415,2239,9002,542
2018-04-26,12,882,271,236,418,2126,9554,558
2018-04-26,13,873,270,235,423,2133,9889,564
2018-04-26,14,884,271,236,423,2246,9830,571
2018-04-26,15,906,268,235,425,2532,9562,580
2018-04-26,16,917,268,233,533,2754,9032,575
2018-04-26,17,920,270,233,574,2894,7966,545
2018-04-26,18,920,277,233,585,2943,6704,475
2018-04-26,19,921,275,232,626,3168,2773,221
2018-04-26,20,921,274,240,629,3433,178,0
2018-04-26,21,924,273,239,630,3474,0,0
2018-04-26,22,926,276,238,627,3522,0,0
2018-04-26,23,929,277,239,571,3430,0,0
2018-04-26,24,928,281,239,456,3118,0,0
2018-04-27,1,929,277,240,406,3009,0,0
2018-04-27,2,925,270,240,408,2979,0,0
2018-04-27,3,931,284,240,409,3305,0,0
2018-04-27,4,931,285,240,406,3668,0,0
2018-04-27,5,931,287,241,419,3863,0,0
2018-04-27,6,930,283,241,452,3837,0,0
2018-04-27,7,932,289,241,584,3490,619,0
2018-04-27,8,932,277,237,628,3103,4207,200
2018-04-27,9,931,229,235,594,2933,7693,469
2018-04-27,10,929,229,236,499,2943,9114,562
2018-04-27,11,925,232,238,471,2803,9695,574
2018-04-27,12,922,227,239,450,2827,9720,572
2018-04-27,13,920,232,237,383,3129,9787,570
2018-04-27,14,921,233,237,385,3477,9901,571
2018-04-27,15,917,252,238,413,3956,9505,575
2018-04-27,16,915,263,238,560,4000,8492,577
2018-04-27,17,914,262,227,582,4114,7573,564
2018-04-27,18,916,268,231,588,4127,6377,487
2018-04-27,19,919,285,235,600,4177,2760,232
2018-04-27,20,920,287,240,646,4174,199,0
2018-04-27,21,925,289,241,647,3811,0,0
2018-04-27,22,927,288,241,631,3795,0,0
2018-04-27,23,928,283,241,477,3754,0,0
2018-04-27,24,929,285,240,447,3519,0,0
2018-04-28,1,929,284,240,441,3450,0,0
2018-04-28,2,930,284,240,436,3492,0,0
2018-04-28,3,927,286,242,422,3460,0,0
2018-04-28,4,926,288,241,423,3336,0,0
2018-04-28,5,926,292,242,427,3165,0,0
2018-04-28,6,928,291,242,421,2890,0,0
2018-04-28,7,928,297,241,518,2666,659,0
2018-04-28,8,915,299,241,524,2712,3832,199
2018-04-28,9,856,298,242,552,2769,6670,436
2018-04-28,10,835,288,242,412,2835,7223,556
2018-04-28,11,805,297,240,395,2869,8207,566
2018-04-28,12,834,294,241,396,3257,8653,563
2018-04-28,13,845,295,240,400,3577,8722,546
2018-04-28,14,849,304,239,407,3703,8553,521
2018-04-28,15,850,306,239,408,3783,8425,446
2018-04-28,16,849,305,239,508,3976,8337,461
2018-04-28,17,852,307,245,525,3758,8011,440
2018-04-28,18,854,310,246,563,3915,6300,384
2018-04-28,19,881,318,247,581,4146,2487,159
2018-04-28,20,924,325,247,630,3667,193,0
2018-04-28,21,925,331,247,629,3368,0,0
2018-04-28,22,926,329,247,603,3343,0,0
2018-04-28,23,926,323,247,557,3483,0,0
2018-04-28,24,923,325,245,452,3558,0,0
2018-04-29,1,928,325,236,495,3219,0,0
2018-04-29,2,928,325,236,496,3344,0,0
2018-04-29,3,928,326,238,496,3514,0,0
2018-04-29,4,927,325,238,495,3384,0,0
2018-04-29,5,928,326,239,496,3470,0,0
2018-04-29,6,928,327,238,564,3386,0,0
2018-04-29,7,928,335,237,587,3129,595,0
2018-04-29,8,927,334,237,575,3102,3373,164
2018-04-29,9,926,336,237,439,3359,5712,380
2018-04-29,10,924,328,238,438,3428,6550,357
2018-04-29,11,922,330,237,417,3630,7467,296
2018-04-29,12,920,317,237,417,3749,7427,454
2018-04-29,13,915,311,237,418,3953,7478,375
2018-04-29,14,915,308,237,415,3626,7617,374
2018-04-29,15,920,315,236,415,3287,7778,377
2018-04-29,16,920,307,236,495,3355,7553,377
2018-04-29,17,919,311,236,556,3385,6632,178
2018-04-29,18,918,316,236,589,3594,5238,0
2018-04-29,19,920,314,237,595,4086,2272,0
2018-04-29,20,920,310,237,635,3909,141,0
2018-04-29,21,920,307,237,635,3334,0,0
2018-04-29,22,922,307,236,633,3192,0,0
2018-04-29,23,924,305,235,573,2979,0,0
2018-04-29,24,925,316,235,459,2904,0,0
2018-04-30,1,924,315,236,414,3286,0,0
2018-04-30,2,925,313,236,412,3369,0,0
2018-04-30,3,926,316,236,414,3227,0,0
2018-04-30,4,927,317,235,415,3388,0,0
