Date,Hour,GEOTHERMAL,BIOMASS,BIOGAS,SMALL HYDRO,WIND TOTAL,SOLAR PV,SOLAR THERMAL
2018-07-17,8,956,389,209,418,2358,3646,20
2018-07-17,9,948,388,205,390,1827,6543,292
2018-07-17,10,944,388,206,348,1451,8290,434
2018-07-17,11,938,391,207,324,1073,9140,521
2018-07-17,12,911,390,210,360,862,9602,592
2018-07-17,13,910,386,215,429,894,9691,580
2018-07-17,14,938,386,215,452,1212,9371,338
2018-07-17,15,944,389,215,507,1498,9464,296
2018-07-17,16,943,384,214,549,1750,9026,378
2018-07-17,17,944,388,216,545,2167,8266,309
2018-07-17,18,949,389,218,576,2481,6849,255
2018-07-17,19,963,389,220,603,2898,4089,140
2018-07-17,20,973,388,225,606,3329,830,10
2018-07-17,21,975,385,226,602,3631,0,0
2018-07-17,22,976,384,225,537,3824,0,0
2018-07-17,23,981,365,224,483,3651,0,0
2018-07-17,24,982,359,224,421,3652,0,0
2018-07-18,1,983,359,225,360,3683,0,0
2018-07-18,2,984,361,226,321,3405,0,0
2018-07-18,3,987,360,227,317,3194,0,0
2018-07-18,4,981,362,226,311,3007,0,0
2018-07-18,5,957,366,225,312,2643,0,0
2018-07-18,6,950,371,223,312,2172,0,0
2018-07-18,7,948,388,222,465,1621,510,0
2018-07-18,8,945,387,222,495,1182,2731,0
2018-07-18,9,942,377,222,371,911,5006,0
2018-07-18,10,938,375,221,366,656,5962,0
2018-07-18,11,933,380,219,342,502,6727,22
2018-07-18,12,908,388,214,338,440,8019,116
2018-07-18,13,903,386,215,368,457,8470,200
2018-07-18,14,930,387,211,403,603,8573,217
2018-07-18,15,933,388,216,485,626,8870,241
2018-07-18,16,930,391,217,575,705,8210,216
2018-07-18,17,932,435,217,588,961,7541,220
2018-07-18,18,933,387,221,607,1234,6060,264
2018-07-18,19,953,377,226,617,1828,3146,160
2018-07-18,20,962,377,224,617,2302,729,15
2018-07-18,21,970,376,219,613,2596,0,0
2018-07-18,22,978,376,218,543,2771,0,0
2018-07-18,23,985,355,224,487,2434,0,0
2018-07-18,24,990,355,226,412,2339,0,0
2018-07-19,1,993,360,226,348,2276,0,0
2018-07-19,2,994,361,226,309,1980,0,0
2018-07-19,3,994,362,227,308,1819,0,0
2018-07-19,4,993,363,227,306,1884,0,0
2018-07-19,5,953,366,226,307,1845,0,0
2018-07-19,6,956,374,221,345,1486,0,0
2018-07-19,7,957,387,218,388,1335,757,0
2018-07-19,8,946,389,223,396,1309,3804,2
2018-07-19,9,941,387,216,339,1134,7022,129
2018-07-19,10,936,386,216,337,935,8333,374
2018-07-19,11,931,389,220,336,806,9079,445
2018-07-19,12,940,389,222,367,736,9502,528
2018-07-19,13,945,424,223,413,672,9679,588
2018-07-19,14,945,431,224,437,702,9671,540
2018-07-19,15,943,428,224,492,823,9269,525
2018-07-19,16,945,414,224,577,1030,8608,509
2018-07-19,17,944,413,226,614,1507,7935,515
2018-07-19,18,946,416,226,602,2105,6825,505
2018-07-19,19,966,418,228,604,2701,3807,245
2018-07-19,20,970,419,229,610,2955,696,40
2018-07-19,21,975,415,228,607,2999,0,0
2018-07-19,22,979,411,227,543,2940,0,0
2018-07-19,23,979,363,227,481,2736,0,0
2018-07-19,24,984,355,228,467,2798,0,0
2018-07-20,1,986,354,228,354,2534,0,0
2018-07-20,2,987,353,228,310,2230,0,0
2018-07-20,3,991,355,228,311,2003,0,0
2018-07-20,4,972,354,228,312,1765,0,0
2018-07-20,5,953,354,227,309,1450,0,0
2018-07-20,6,952,357,227,382,1326,0,0
2018-07-20,7,951,365,227,398,1182,659,0
2018-07-20,8,949,358,226,384,858,3858,0
2018-07-20,9,947,356,227,326,679,7005,89
2018-07-20,10,943,356,227,323,591,8579,440
2018-07-20,11,944,351,226,318,604,9150,556
2018-07-20,12,936,355,225,317,615,9405,561
2018-07-20,13,916,375,226,366,645,9636,603
2018-07-20,14,950,384,227,446,789,9474,417
2018-07-20,15,954,389,226,471,1112,9204,248
2018-07-20,16,953,389,227,520,1778,8672,212
2018-07-20,17,955,429,228,596,2586,8003,144
2018-07-20,18,959,450,223,599,2750,6596,152
2018-07-20,19,974,449,224,591,2440,3688,56
2018-07-20,20,926,448,229,597,2306,673,0
2018-07-20,21,925,447,229,597,2458,0,0
2018-07-20,22,942,447,227,565,2781,0,0
2018-07-20,23,973,387,227,494,3131,0,0
2018-07-20,24,979,377,228,441,3251,0,0
2018-07-21,1,983,377,226,379,2987,0,0
2018-07-21,2,987,378,227,348,2899,0,0
2018-07-21,3,996,378,227,348,2844,0,0
2018-07-21,4,1000,373,227,305,2713,0,0
2018-07-21,5,1003,382,227,300,2448,0,0
2018-07-21,6,1002,388,227,306,2322,0,0
2018-07-21,7,998,405,229,300,2087,430,0
2018-07-21,8,992,405,229,339,1917,2705,0
2018-07-21,9,988,403,227,329,1561,5042,71
2018-07-21,10,984,403,230,325,1158,6445,151
2018-07-21,11,977,404,233,292,922,7110,154
2018-07-21,12,971,403,232,321,1101,7349,115
2018-07-21,13,971,403,232,390,1246,7666,119
2018-07-21,14,972,402,232,453,1495,7940,29
2018-07-21,15,970,401,234,487,1553,8004,0
2018-07-21,16,968,402,234,532,1660,7824,0
2018-07-21,17,969,404,233,534,1925,7331,0
2018-07-21,18,973,405,234,534,2041,6453,0
2018-07-21,19,974,434,233,571,2069,3721,0
2018-07-21,20,974,434,233,571,2239,757,0
2018-07-21,21,977,434,229,570,2660,63,0
2018-07-21,22,980,405,231,530,2860,11,0
2018-07-21,23,982,387,228,483,2716,0,0
2018-07-21,24,985,378,227,462,2817,0,0
2018-07-22,1,985,378,234,385,2981,0,0
2018-07-22,2,985,380,233,356,2966,0,0
2018-07-22,3,963,381,234,353,3095,0,0
2018-07-22,4,960,380,234,307,3040,0,0
2018-07-22,5,968,383,235,310,2932,0,0
2018-07-22,6,969,364,234,307,2698,0,0
2018-07-22,7,969,371,235,308,2348,779,0
2018-07-22,8,967,367,235,340,2008,4072,66
2018-07-22,9,973,367,236,335,1615,6634,314
2018-07-22,10,972,368,231,325,1201,8605,492
2018-07-22,11,973,371,224,296,943,9244,565
2018-07-22,12,970,374,223,320,866,9523,574
2018-07-22,13,968,374,223,389,858,9710,578
2018-07-22,14,968,378,221,467,909,9743,577
2018-07-22,15,969,398,227,490,1095,9467,567
2018-07-22,16,969,407,229,536,1717,8838,459
2018-07-22,17,972,406,230,538,2430,8319,381
2018-07-22,18,973,406,230,534,3110,6971,241
2018-07-22,19,923,405,230,569,3482,4092,184
2018-07-22,20,920,405,232,573,3880,844,20
2018-07-22,21,926,405,231,571,4079,58,0
2018-07-22,22,951,405,229,537,3977,57,0
2018-07-22,23,987,388,228,486,4065,57,0
2018-07-22,24,987,379,229,477,3974,0,0
2018-07-23,1,989,381,228,296,3948,0,0
2018-07-23,2,989,380,227,285,4056,0,0
2018-07-23,3,989,381,228,285,3854,0,0
2018-07-23,4,990,382,229,282,3553,0,0
2018-07-23,5,986,385,229,285,3324,0,0
2018-07-23,6,987,392,226,286,3065,0,0
2018-07-23,7,985,406,228,359,2722,780,6
2018-07-23,8,982,406,228,374,2265,4163,157
2018-07-23,9,977,400,228,321,1790,7233,376
2018-07-23,10,973,405,231,316,1447,8548,538
2018-07-23,11,970,394,232,312,1160,9147,557
2018-07-23,12,945,404,232,373,894,9529,582
2018-07-23,13,941,406,231,425,756,9487,620
2018-07-23,14,940,407,229,434,771,9376,606
2018-07-23,15,944,406,230,436,977,9081,605
2018-07-23,16,947,406,230,550,1629,8590,534
2018-07-23,17,950,405,230,585,2459,7869,543
2018-07-23,18,946,407,229,588,2893,6508,486
2018-07-23,19,966,407,231,587,3395,3474,349
2018-07-23,20,973,407,230,581,3835,589,63
2018-07-23,21,976,400,227,578,3889,0,0
2018-07-23,22,979,405,225,542,4046,0,0
2018-07-23,23,982,388,225,436,4181,0,0
2018-07-23,24,987,380,223,426,4092,0,0
2018-07-24,1,991,377,223,290,3980,0,0
2018-07-24,2,994,379,224,286,3855,0,0
2018-07-24,3,996,378,224,286,3605,0,0
2018-07-24,4,996,378,224,287,3437,0,0
2018-07-24,5,995,382,225,287,3344,0,0
2018-07-24,6,992,389,224,265,3005,0,0
2018-07-24,7,992,406,223,304,2696,662,0
2018-07-24,8,988,406,221,340,2349,3951,0
2018-07-24,9,982,407,219,295,1702,7278,222
2018-07-24,10,979,405,219,295,1149,8645,508
2018-07-24,11,973,399,219,292,773,9280,530
2018-07-24,12,948,381,218,369,574,9599,568
2018-07-24,13,945,396,216,446,572,9166,259
2018-07-24,14,944,407,218,469,903,8994,249
2018-07-24,15,943,407,221,486,1491,9043,246
2018-07-24,16,939,405,223,563,2410,8613,247
2018-07-24,17,937,406,222,576,3306,7965,241
2018-07-24,18,937,406,222,570,3667,6147,239
2018-07-24,19,960,403,224,571,3849,3517,117
2018-07-24,20,972,404,226,574,4049,664,1
2018-07-24,21,980,403,225,571,4234,0,0
2018-07-24,22,986,388,225,535,4278,0,0
2018-07-24,23,990,360,223,478,4200,0,0
2018-07-24,24,991,347,223,460,3999,0,0
2018-07-25,1,995,354,225,302,3980,0,0
2018-07-25,2,995,360,226,295,3815,0,0
2018-07-25,3,996,361,225,298,3560,0,0
2018-07-25,4,995,352,226,296,3256,0,0
2018-07-25,5,998,354,226,295,2973,0,0
2018-07-25,6,998,358,225,297,2949,0,0
2018-07-25,7,1000,372,224,337,2715,684,0
2018-07-25,8,996,370,223,371,2218,3966,111
2018-07-25,9,991,373,222,314,1745,7242,382
2018-07-25,10,986,365,221,354,1448,8645,500
2018-07-25,11,982,360,221,359,1208,9321,528
2018-07-25,12,954,376,221,405,857,9615,567
2018-07-25,13,948,390,220,449,760,9668,597
2018-07-25,14,946,388,223,481,947,9386,330
2018-07-25,15,943,389,223,507,1406,9337,259
2018-07-25,16,942,388,223,594,2159,8593,257
2018-07-25,17,943,384,223,600,2795,7545,370
2018-07-25,18,946,384,222,599,3328,6047,499
2018-07-25,19,963,386,222,601,3771,3178,178
2018-07-25,20,978,386,225,600,3963,533,8
2018-07-25,21,981,386,225,600,4278,0,0
2018-07-25,22,985,383,225,566,4202,0,0
2018-07-25,23,987,368,225,512,4080,0,0
2018-07-25,24,988,362,225,452,3828,0,0
2018-07-26,1,989,360,226,384,3470,0,0
2018-07-26,2,990,358,225,354,3214,0,0
2018-07-26,3,992,361,226,336,2891,0,0
2018-07-26,4,994,362,226,321,2477,0,0
2018-07-26,5,994,364,226,319,2276,0,0
2018-07-26,6,993,384,225,359,2090,0,0
2018-07-26,7,993,409,227,488,2159,401,0
2018-07-26,8,991,407,222,450,1641,2916,63
2018-07-26,9,986,407,222,304,1242,6211,341
2018-07-26,10,982,396,221,324,985,7932,466
2018-07-26,11,977,373,218,328,817,8747,521
2018-07-26,12,950,375,218,331,703,9179,561
2018-07-26,13,945,379,222,367,824,9363,607
2018-07-26,14,943,384,224,430,1080,9389,423
2018-07-26,15,938,376,225,556,1359,9109,269
2018-07-26,16,935,385,227,609,1819,8855,256
2018-07-26,17,937,390,226,608,2530,7940,241
2018-07-26,18,938,389,234,609,3221,6403,243
2018-07-26,19,960,390,235,610,3604,3377,147
2018-07-26,20,974,384,236,622,3776,578,10
2018-07-26,21,979,355,234,623,3838,0,0
2018-07-26,22,982,365,233,575,3769,0,0
2018-07-26,23,984,354,231,494,3773,0,0
2018-07-26,24,988,346,231,462,3742,0,0
2018-07-27,1,991,346,231,371,3724,0,0
2018-07-27,2,994,358,231,370,3622,0,0
2018-07-27,3,995,368,232,358,3373,0,0
2018-07-27,4,996,368,233,359,3166,0,0
2018-07-27,5,997,372,234,358,2882,0,0
2018-07-27,6,998,379,235,355,2630,0,0
2018-07-27,7,998,394,234,392,2410,508,0
2018-07-27,8,996,395,234,342,1899,3225,79
2018-07-27,9,992,393,233,304,1356,6220,264
2018-07-27,10,986,389,232,341,1115,7945,437
2018-07-27,11,977,377,231,336,955,8850,488
2018-07-27,12,951,385,232,404,843,9386,570
2018-07-27,13,945,382,234,446,887,9579,597
2018-07-27,14,942,391,233,468,1094,9502,420
2018-07-27,15,939,391,231,496,1498,8993,267
2018-07-27,16,937,394,232,558,2131,8794,261
2018-07-27,17,938,434,232,603,2802,7895,364
2018-07-27,18,941,482,231,634,3161,6254,467
2018-07-27,19,916,454,236,662,3361,3302,222
2018-07-27,20,944,440,239,624,3629,569,13
2018-07-27,21,981,393,239,607,3755,0,0
2018-07-27,22,981,388,238,576,3646,0,0
2018-07-27,23,982,374,238,571,3592,0,0
2018-07-27,24,985,366,238,464,3464,0,0
2018-07-28,1,990,365,237,406,3308,0,0
2018-07-28,2,992,365,238,362,3101,0,0
2018-07-28,3,994,365,238,362,2781,0,0
2018-07-28,4,994,367,238,362,2791,0,0
2018-07-28,5,994,370,239,362,2502,0,0
2018-07-28,6,994,377,234,363,2353,0,0
2018-07-28,7,992,393,231,361,2142,447,0
2018-07-28,8,989,393,232,365,1857,3111,72
2018-07-28,9,985,391,235,313,1180,6071,303
2018-07-28,10,984,390,238,341,1020,7887,467
2018-07-28,11,981,385,239,350,1057,8885,493
2018-07-28,12,978,377,238,346,865,9458,505
2018-07-28,13,976,381,238,436,859,9635,496
2018-07-28,14,975,409,239,507,946,9522,491
2018-07-28,15,975,408,239,504,1243,9110,496
2018-07-28,16,972,408,239,529,1561,8659,486
2018-07-28,17,948,417,239,613,2078,7846,452
2018-07-28,18,939,425,240,621,2569,6180,380
2018-07-28,19,942,473,240,620,3080,3173,205
2018-07-28,20,949,478,240,623,3482,478,16
2018-07-28,21,982,391,240,582,3839,0,0
2018-07-28,22,987,377,236,576,3706,0,0
2018-07-28,23,981,361,235,576,3243,0,0
2018-07-28,24,936,354,237,441,3190,0,0
2018-07-29,1,932,353,238,390,2917,0,0
2018-07-29,2,931,354,232,356,2859,0,0
2018-07-29,3,931,355,230,355,3006,0,0
2018-07-29,4,933,355,231,356,2955,0,0
2018-07-29,5,949,356,231,356,2728,0,0
2018-07-29,6,995,355,230,354,2286,0,0
2018-07-29,7,1001,355,228,352,1803,396,0
2018-07-29,8,999,356,221,332,1042,2970,44
2018-07-29,9,993,354,219,294,897,5935,280
2018-07-29,10,989,350,221,296,768,7482,426
2018-07-29,11,986,350,223,333,778,8347,500
2018-07-29,12,984,355,224,334,801,8614,510
2018-07-29,13,980,355,224,402,783,8886,463
2018-07-29,14,980,354,225,466,938,8335,240
2018-07-29,15,974,354,224,543,1446,7970,190
2018-07-29,16,936,354,224,549,1967,7552,183
2018-07-29,17,935,393,221,617,2507,6862,163
2018-07-29,18,931,402,225,626,2823,5353,144
2018-07-29,19,933,359,226,662,3064,2686,88
2018-07-29,20,934,357,230,643,3314,393,1
2018-07-29,21,935,356,233,620,3562,0,0
2018-07-29,22,968,353,237,621,3663,0,0
2018-07-29,23,969,338,235,528,3588,0,0
2018-07-29,24,979,330,236,420,3755,0,0
2018-07-30,1,994,330,235,365,3481,0,0
2018-07-30,2,996,327,234,331,3129,0,0
2018-07-30,3,995,330,234,326,3117,0,0
2018-07-30,4,996,330,235,329,3075,0,0
2018-07-30,5,998,333,234,327,2648,0,0
2018-07-30,6,998,340,235,326,2213,0,0
2018-07-30,7,998,375,231,333,1929,273,0
2018-07-30,8,997,369,225,367,1534,2401,40
2018-07-30,9,994,318,233,369,1242,4982,96
2018-07-30,10,989,310,225,365,1059,6782,194
2018-07-30,11,984,321,219,362,905,8037,289
2018-07-30,12,959,343,218,352,682,8517,366
2018-07-30,13,950,346,222,466,515,8787,403
2018-07-30,14,947,358,224,480,636,8601,324
2018-07-30,15,944,343,224,511,797,8437,200
2018-07-30,16,942,334,230,542,1043,8017,224
2018-07-30,17,945,332,237,591,1689,7397,241
2018-07-30,18,948,335,237,599,2411,5985,233
2018-07-30,19,969,391,238,606,3062,2943,122
2018-07-30,20,979,413,238,603,3299,413,0
2018-07-30,21,984,373,238,603,3412,0,0
2018-07-30,22,986,369,236,597,3263,0,0
2018-07-30,23,988,356,236,599,3079,0,0
2018-07-30,24,987,344,236,458,3012,0,0
2018-07-31,1,989,344,235,361,2991,0,0
2018-07-31,2,991,346,234,362,2893,0,0
2018-07-31,3,992,346,234,359,2276,0,0
2018-07-31,4,994,346,234,361,2088,0,0
2018-07-31,5,994,350,234,362,1977,0,0
2018-07-31,6,995,359,234,361,1541,0,0
2018-07-31,7,992,375,236,358,1017,319,0
2018-07-31,8,990,375,234,387,869,2601,12
2018-07-31,9,986,374,232,374,824,5546,94
2018-07-31,10,982,349,233,375,742,6782,267
2018-07-31,11,977,341,232,350,666,7671,350
2018-07-31,12,950,372,230,395,731,8128,358
2018-07-31,13,946,370,227,515,808,8636,337
2018-07-31,14,945,360,227,545,854,8964,331
2018-07-31,15,946,355,227,539,949,8897,252
2018-07-31,16,942,367,230,559,1334,8380,262
2018-07-31,17,943,373,233,607,1910,7139,214
2018-07-31,18,948,370,233,609,2324,5231,168
2018-07-31,19,967,369,235,604,2381,2553,56
2018-07-31,20,977,376,236,609,2547,400,0
2018-07-31,21,983,371,233,603,2802,0,0
2018-07-31,22,990,371,232,598,3047,0,0
2018-07-31,23,992,354,230,565,3404,0,0
2018-07-31,24,993,347,231,467,3406,0,0
2018-08-01,1,995,347,232,383,3200,0,0
2018-08-01,2,997,348,231,383,2971,0,0
2018-08-01,3,998,345,232,381,2789,0,0
2018-08-01,4,999,344,232,381,2765,0,0
2018-08-01,5,1001,330,232,383,2420,0,0
2018-08-01,6,1002,334,231,370,2245,0,0
2018-08-01,7,1001,353,229,396,1987,405,0
2018-08-01,8,999,355,224,349,1722,3080,13
2018-08-01,9,995,360,225,341,1541,6074,88
2018-08-01,10,991,354,223,346,1428,7929,175
2018-08-01,11,986,349,224,370,1159,8806,300
2018-08-01,12,957,358,225,432,1076,9431,408
2018-08-01,13,950,361,225,486,1237,9377,428
2018-08-01,14,940,361,222,502,1410,8935,421
2018-08-01,15,943,354,221,500,1752,8838,383
2018-08-01,16,945,359,223,579,2371,7916,389
2018-08-01,17,947,366,224,585,2990,7046,452
2018-08-01,18,950,375,224,583,3408,5585,443
2018-08-01,19,970,374,226,590,3374,2837,245
2018-08-01,20,982,375,230,602,3586,484,7
2018-08-01,21,987,373,230,596,3721,0,0
2018-08-01,22,991,372,228,609,4053,0,0
2018-08-01,23,992,353,228,542,4032,0,0
2018-08-01,24,993,345,229,497,3749,0,0
2018-08-02,1,994,347,231,377,3368,0,0
2018-08-02,2,995,349,231,375,3158,0,0
2018-08-02,3,997,350,232,388,3220,0,0
2018-08-02,4,999,351,232,388,3106,0,0
2018-08-02,5,999,352,232,390,2862,0,0
2018-08-02,6,999,360,232,388,2766,0,0
2018-08-02,7,1000,375,233,392,2572,432,0
2018-08-02,8,1000,376,232,325,2086,3177,0
2018-08-02,9,997,376,227,327,1594,6189,37
2018-08-02,10,992,369,228,327,1527,7881,126
2018-08-02,11,987,363,226,323,1670,8836,121
2018-08-02,12,959,371,228,330,1477,8929,109
2018-08-02,13,952,375,229,414,1569,8669,245
2018-08-02,14,948,373,231,472,1925,8821,345
2018-08-02,15,945,377,231,493,2890,8735,309
2018-08-02,16,946,377,231,607,3570,8640,258
2018-08-02,17,947,377,230,642,4065,7737,253
2018-08-02,18,950,375,231,648,4344,6523,239
2018-08-02,19,973,372,231,652,4381,3462,115
2018-08-02,20,981,375,232,651,4320,577,2
2018-08-02,21,985,374,232,639,4460,0,0
2018-08-02,22,989,376,232,600,4675,0,0
2018-08-02,23,994,357,231,513,4517,0,0
2018-08-02,24,996,345,232,452,4415,0,0
2018-08-03,1,998,349,232,347,4360,0,0
2018-08-03,2,1000,351,232,332,4055,0,0
2018-08-03,3,1000,350,232,320,3912,0,0
2018-08-03,4,1000,352,233,359,3614,0,0
2018-08-03,5,1001,350,233,360,3237,0,0
2018-08-03,6,1001,359,232,397,2752,0,0
2018-08-03,7,1002,375,232,435,2369,522,0
2018-08-03,8,997,375,231,402,1870,3782,52
2018-08-03,9,994,376,226,404,1526,7129,293
2018-08-03,10,989,373,222,384,1410,8649,394
2018-08-03,11,985,360,229,367,1353,9357,424
2018-08-03,12,958,360,232,378,1529,9663,456
2018-08-03,13,952,364,231,404,1971,9763,497
2018-08-03,14,951,335,229,416,2239,9734,492
2018-08-03,15,950,339,232,465,2592,9577,406
2018-08-03,16,949,359,231,576,3030,9229,344
2018-08-03,17,954,364,231,630,3339,8515,336
2018-08-03,18,955,364,233,633,3529,7068,402
2018-08-03,19,978,364,234,641,3511,3828,269
2018-08-03,20,986,370,236,638,3455,720,19
2018-08-03,21,989,372,235,641,3857,0,0
2018-08-03,22,990,374,236,607,3990,0,0
2018-08-03,23,992,357,232,551,3838,0,0
2018-08-03,24,995,346,233,417,3782,0,0
2018-08-04,1,998,349,233,340,3623,0,0
2018-08-04,2,999,349,234,339,3568,0,0
2018-08-04,3,999,342,234,335,3539,0,0
2018-08-04,4,1000,319,233,340,3357,0,0
2018-08-04,5,999,329,233,336,2996,0,0
2018-08-04,6,1000,328,228,338,2678,0,0
2018-08-04,7,1002,347,229,363,2529,442,0
2018-08-04,8,1003,349,228,317,2480,3210,72
2018-08-04,9,999,348,233,320,2378,6388,295
2018-08-04,10,995,344,234,318,2195,8025,385
2018-08-04,11,992,336,233,331,2131,8922,393
2018-08-04,12,989,342,235,314,2461,9403,373
2018-08-04,13,988,349,234,453,3005,9538,378
2018-08-04,14,985,353,234,481,3390,9346,392
2018-08-04,15,984,353,233,483,3783,9300,361
2018-08-04,16,983,352,229,531,3994,8866,345
2018-08-04,17,982,352,231,596,4107,8065,356
2018-08-04,18,984,352,236,594,4198,6589,355
2018-08-04,19,985,354,236,600,4305,3402,194
2018-08-04,20,986,353,237,622,4345,478,0
2018-08-04,21,991,353,237,634,4612,0,0
2018-08-04,22,994,353,237,567,4541,0,0
2018-08-04,23,994,338,236,503,4459,0,0
2018-08-04,24,993,329,237,411,4424,0,0
2018-08-05,1,997,327,236,411,4494,0,0
2018-08-05,2,999,328,237,411,4376,0,0
2018-08-05,3,1002,329,237,371,4013,0,0
2018-08-05,4,1004,330,236,329,3781,0,0
2018-08-05,5,1004,334,237,327,3773,0,0
2018-08-05,6,1002,340,236,326,3606,0,0
2018-08-05,7,1001,354,236,326,3498,538,0
2018-08-05,8,999,353,236,266,3043,3995,79
2018-08-05,9,999,352,237,270,2710,7460,312
2018-08-05,10,996,357,237,271,2139,8875,487
2018-08-05,11,993,348,237,304,1886,9526,556
2018-08-05,12,992,355,236,313,2057,9830,566
2018-08-05,13,989,359,236,418,2300,9930,534
2018-08-05,14,988,360,235,481,2796,9880,519
2018-08-05,15,986,364,235,484,3040,9745,525
2018-08-05,16,985,362,234,582,3229,9364,499
2018-08-05,17,987,363,234,602,3550,8665,485
2018-08-05,18,988,353,236,598,3541,7212,420
2018-08-05,19,989,344,236,635,3679,3938,253
2018-08-05,20,989,343,237,634,3891,530,20
2018-08-05,21,992,346,237,630,4065,0,0
2018-08-05,22,995,344,236,595,4044,0,0
2018-08-05,23,997,331,236,548,4044,0,0
2018-08-05,24,997,323,236,445,4088,0,0
2018-08-06,1,997,322,234,367,3945,0,0
2018-08-06,2,999,319,234,365,3804,0,0
2018-08-06,3,1000,321,233,364,3740,0,0
2018-08-06,4,1003,319,233,363,3579,0,0
2018-08-06,5,1004,325,233,364,3431,0,0
2018-08-06,6,1004,334,233,366,3200,0,0
2018-08-06,7,1005,345,233,395,2893,478,0
2018-08-06,8,1005,344,233,337,2471,3689,168
2018-08-06,9,987,346,233,297,2125,7228,468
2018-08-06,10,961,340,233,296,1869,8728,565
2018-08-06,11,975,342,235,329,1355,9366,582
2018-08-06,12,942,341,234,339,1059,9694,603
2018-08-06,13,946,340,232,451,1083,9740,633
2018-08-06,14,952,343,232,465,1301,9717,611
2018-08-06,15,950,342,231,468,1724,9558,607
2018-08-06,16,948,341,230,565,2422,9133,618
2018-08-06,17,947,343,230,577,3255,8263,614
2018-08-06,18,947,333,229,593,3603,6504,565
2018-08-06,19,967,331,230,615,3782,3182,366
2018-08-06,20,978,327,231,613,4044,361,34
2018-08-06,21,983,337,229,614,4225,0,0
2018-08-06,22,984,344,228,574,4152,0,0
2018-08-06,23,985,338,227,538,3941,0,0
2018-08-06,24,985,343,228,414,3849,0,0
2018-08-07,1,987,348,228,310,3590,0,0
2018-08-07,2,989,340,229,310,3442,0,0
2018-08-07,3,991,317,229,325,3411,0,0
2018-08-07,4,992,319,228,328,3050,0,0
2018-08-07,5,993,316,229,329,2900,0,0
2018-08-07,6,996,328,227,332,2521,0,0
2018-08-07,7,998,334,222,368,2107,362,0
2018-08-07,8,990,336,222,314,1759,3029,107
2018-08-07,9,996,333,221,274,1216,6373,226
2018-08-07,10,987,326,222,266,801,8181,309
2018-08-07,11,989,319,223,311,628,9085,442
2018-08-07,12,962,324,223,301,594,9542,546
2018-08-07,13,957,337,223,385,616,9613,609
2018-08-07,14,954,339,223,398,751,9574,594
2018-08-07,15,952,339,223,396,1074,9381,585
2018-08-07,16,951,340,228,351,1447,8911,553
2018-08-07,17,950,341,225,344,1697,7972,535
2018-08-07,18,949,341,226,449,2077,6167,479
2018-08-07,19,966,345,226,497,2523,2831,267
2018-08-07,20,975,359,229,534,2936,321,9
2018-08-07,21,981,361,233,534,3210,0,0
2018-08-07,22,984,363,233,484,3064,0,0
2018-08-07,23,986,343,233,435,2808,0,0
2018-08-07,24,989,333,233,393,2546,0,0
2018-08-08,1,992,335,234,356,2322,0,0
2018-08-08,2,993,332,234,315,2104,0,0
2018-08-08,3,993,337,233,309,1926,0,0
2018-08-08,4,993,336,232,308,1463,0,0
2018-08-08,5,995,333,234,315,1114,0,0
2018-08-08,6,995,333,234,345,990,0,0
2018-08-08,7,996,346,233,352,951,364,0
2018-08-08,8,995,346,228,286,863,3093,25
2018-08-08,9,992,344,229,258,643,6423,187
2018-08-08,10,988,326,229,257,435,8169,420
2018-08-08,11,984,327,229,293,441,9042,512
2018-08-08,12,956,361,229,301,453,9427,556
2018-08-08,13,952,365,230,415,441,9524,599
2018-08-08,14,948,368,230,427,648,9505,570
2018-08-08,15,945,372,228,433,910,9159,378
2018-08-08,16,944,373,227,546,1076,8319,263
2018-08-08,17,945,374,228,587,1456,7279,257
2018-08-08,18,944,372,230,583,2013,5796,245
2018-08-08,19,948,371,229,585,2365,2667,140
2018-08-08,20,968,370,231,574,2665,316,0
2018-08-08,21,971,369,234,573,3165,0,0
2018-08-08,22,977,376,234,538,3299,0,0
2018-08-08,23,983,366,232,498,3021,0,0
2018-08-08,24,986,357,231,396,2895,0,0
2018-08-09,1,988,359,231,348,2619,0,0
2018-08-09,2,989,358,221,307,2354,0,0
2018-08-09,3,988,358,227,303,2435,0,0
2018-08-09,4,988,349,231,305,2187,0,0
2018-08-09,5,988,353,231,305,1708,0,0
2018-08-09,6,988,362,229,289,1006,0,0
2018-08-09,7,990,369,228,332,729,243,0
2018-08-09,8,989,371,227,289,478,2311,6
2018-08-09,9,987,376,228,293,272,5097,197
2018-08-09,10,966,377,228,288,159,7098,385
2018-08-09,11,958,378,229,294,176,8175,449
2018-08-09,12,933,374,229,296,235,8378,501
2018-08-09,13,927,382,227,403,283,8559,551
2018-08-09,14,924,383,228,414,290,8513,459
2018-08-09,15,922,382,228,439,315,8421,350
2018-08-09,16,922,385,229,562,374,7885,247
2018-08-09,17,921,386,230,565,624,6768,227
2018-08-09,18,918,383,231,561,1434,4820,202
2018-08-09,19,933,382,233,548,1432,2008,51
2018-08-09,20,945,383,232,551,1667,210,0
2018-08-09,21,950,382,227,547,2139,0,0
2018-08-09,22,958,377,227,548,2079,0,0
2018-08-09,23,964,365,233,494,2268,0,0
2018-08-09,24,968,359,232,385,2385,0,0
2018-08-10,1,969,359,233,334,2615,0,0
2018-08-10,2,970,356,233,293,2406,0,0
