,GEOTHERMAL,BIOMASS,BIOGAS,SMALL HYDRO,WIND TOTAL,SOLAR PV,SOLAR THERMAL
2017-10-12 05:00:00,651,276,215,333,3238,0,0
2017-10-12 06:00:00,671,278,215,375,3217,0,0
2017-10-12 07:00:00,682,284,214,371,2753,1164,32
2017-10-12 08:00:00,632,275,207,263,2113,4833,254
2017-10-12 09:00:00,620,279,208,249,1634,7250,352
2017-10-12 10:00:00,593,289,209,246,1124,8204,452
2017-10-12 11:00:00,565,290,211,248,909,8323,478
2017-10-12 12:00:00,543,306,211,257,801,8323,469
2017-10-12 13:00:00,515,313,210,261,624,8297,455
2017-10-12 14:00:00,468,318,220,262,502,8299,436
2017-10-12 15:00:00,471,323,228,271,472,7717,405
2017-10-12 16:00:00,501,323,231,344,558,5749,334
2017-10-12 17:00:00,513,321,231,411,1015,1969,81
2017-10-12 18:00:00,537,321,231,457,1537,43,0
2017-10-12 19:00:00,631,320,231,462,1796,0,0
2017-10-12 20:00:00,621,317,232,463,1650,0,0
2017-10-12 21:00:00,610,309,232,412,1417,0,0
2017-10-12 22:00:00,594,304,233,379,1204,0,0
2017-10-12 23:00:00,572,304,233,305,917,0,0
2017-10-13 00:00:00,573,302,233,229,746,0,0
2017-10-13 01:00:00,559,301,234,228,725,0,0
2017-10-13 02:00:00,554,305,233,230,615,0,0
2017-10-13 03:00:00,554,309,234,229,553,0,0
2017-10-13 04:00:00,572,315,233,227,495,0,0
2017-10-13 05:00:00,583,317,233,263,501,0,0
2017-10-13 06:00:00,604,318,232,408,379,0,0
2017-10-13 07:00:00,602,325,232,412,226,1104,10
2017-10-13 08:00:00,602,333,230,272,157,4731,176
2017-10-13 09:00:00,607,333,225,272,146,7306,414
2017-10-13 10:00:00,602,334,218,255,277,8133,478
2017-10-13 11:00:00,630,324,223,253,257,8307,486
2017-10-13 12:00:00,627,324,231,254,351,8213,473
2017-10-13 13:00:00,621,328,231,251,455,8291,461
2017-10-13 14:00:00,609,331,231,252,804,8138,482
2017-10-13 15:00:00,627,333,230,244,1191,7548,472
2017-10-13 16:00:00,653,337,230,358,1456,5768,409
2017-10-13 17:00:00,664,334,230,421,1707,1937,139
2017-10-13 18:00:00,654,339,230,469,2184,39,0
2017-10-13 19:00:00,666,346,231,468,2487,0,0
2017-10-13 20:00:00,673,343,231,434,2546,0,0
2017-10-13 21:00:00,675,317,231,430,2601,0,0
2017-10-13 22:00:00,678,305,231,425,2508,0,0
2017-10-13 23:00:00,678,301,231,279,2361,0,0
2017-10-14 00:00:00,663,294,231,221,2042,0,0
2017-10-14 01:00:00,662,287,231,219,2433,0,0
2017-10-14 02:00:00,663,294,231,199,2474,0,0
2017-10-14 03:00:00,662,296,232,217,2005,0,0
2017-10-14 04:00:00,660,300,232,219,1527,0,0
2017-10-14 05:00:00,663,300,232,359,1272,0,0
2017-10-14 06:00:00,675,298,231,367,1164,0,0
2017-10-14 07:00:00,684,296,230,367,1004,1037,22
2017-10-14 08:00:00,684,299,230,270,1161,4696,256
2017-10-14 09:00:00,663,300,234,261,1291,7244,435
2017-10-14 10:00:00,623,294,237,238,1621,8206,501
2017-10-14 11:00:00,649,278,235,236,1866,8391,504
2017-10-14 12:00:00,668,276,236,253,1747,8357,502
2017-10-14 13:00:00,639,277,236,235,1524,8398,500
2017-10-14 14:00:00,645,277,236,232,1395,8276,494
2017-10-14 15:00:00,650,278,234,261,1334,7692,488
2017-10-14 16:00:00,650,279,234,299,1225,5781,421
2017-10-14 17:00:00,652,279,233,413,1054,1850,134
2017-10-14 18:00:00,653,277,235,414,867,38,0
2017-10-14 19:00:00,658,278,235,413,870,0,0
2017-10-14 20:00:00,665,278,235,377,916,0,0
2017-10-14 21:00:00,664,278,236,368,850,0,0
2017-10-14 22:00:00,682,279,235,325,758,0,0
2017-10-14 23:00:00,695,278,235,223,763,0,0
2017-10-15 00:00:00,547,278,236,263,798,0,0
2017-10-15 01:00:00,587,279,236,272,704,0,0
2017-10-15 02:00:00,659,278,236,273,569,0,0
2017-10-15 03:00:00,691,279,236,272,517,0,0
2017-10-15 04:00:00,696,279,234,272,446,0,0
2017-10-15 05:00:00,698,280,235,272,342,0,0
2017-10-15 06:00:00,692,279,236,306,263,0,0
2017-10-15 07:00:00,691,279,235,249,272,1132,23
2017-10-15 08:00:00,691,280,234,243,309,4737,293
2017-10-15 09:00:00,688,281,224,234,341,6939,517
2017-10-15 10:00:00,686,279,208,237,342,8315,541
2017-10-15 11:00:00,684,280,202,231,315,8437,526
2017-10-15 12:00:00,682,280,199,243,276,8339,513
2017-10-15 13:00:00,682,280,198,225,212,8381,510
2017-10-15 14:00:00,681,280,199,248,125,8310,518
2017-10-15 15:00:00,685,278,199,249,101,7782,511
2017-10-15 16:00:00,685,277,190,274,55,5893,440
2017-10-15 17:00:00,687,278,197,418,25,1888,142
2017-10-15 18:00:00,690,276,201,451,45,33,0
2017-10-15 19:00:00,692,277,199,455,54,0,0
2017-10-15 20:00:00,693,276,202,422,42,0,0
2017-10-15 21:00:00,693,274,202,384,69,0,0
2017-10-15 22:00:00,694,275,202,343,110,0,0
2017-10-15 23:00:00,701,273,202,240,147,0,0
2017-10-16 00:00:00,710,279,202,252,135,0,0
2017-10-16 01:00:00,716,281,202,254,150,0,0
2017-10-16 02:00:00,716,283,203,217,204,0,0
2017-10-16 03:00:00,716,291,203,214,257,0,0
2017-10-16 04:00:00,715,293,202,251,261,0,0
2017-10-16 05:00:00,715,291,202,388,313,0,0
2017-10-16 06:00:00,688,291,202,400,344,0,0
2017-10-16 07:00:00,669,299,203,403,314,940,32
2017-10-16 08:00:00,648,304,203,280,231,4017,293
2017-10-16 09:00:00,634,290,202,265,269,6847,268
2017-10-16 10:00:00,622,296,198,264,287,7438,380
2017-10-16 11:00:00,665,297,198,267,278,7570,465
2017-10-16 12:00:00,645,294,200,268,295,7685,502
2017-10-16 13:00:00,640,302,200,271,320,8080,476
2017-10-16 14:00:00,643,309,196,269,281,7897,233
2017-10-16 15:00:00,690,310,198,285,231,7439,148
2017-10-16 16:00:00,691,309,201,336,203,5770,290
2017-10-16 17:00:00,688,329,202,436,231,1907,135
2017-10-16 18:00:00,699,341,201,441,299,220,0
2017-10-16 19:00:00,700,338,200,441,288,113,0
2017-10-16 20:00:00,709,343,199,442,312,0,0
2017-10-16 21:00:00,711,344,201,426,309,0,0
2017-10-16 22:00:00,710,328,200,423,320,0,0
2017-10-16 23:00:00,709,334,200,297,301,0,0
2017-10-17 00:00:00,709,333,202,269,298,0,0
2017-10-17 01:00:00,709,330,202,267,319,0,0
2017-10-17 02:00:00,703,331,202,266,340,0,0
2017-10-17 03:00:00,662,312,201,268,348,0,0
2017-10-17 04:00:00,664,326,200,268,348,0,0
2017-10-17 05:00:00,664,337,200,372,343,0,0
2017-10-17 06:00:00,664,338,202,407,358,0,0
2017-10-17 07:00:00,663,344,199,427,359,926,31
2017-10-17 08:00:00,662,352,197,301,324,3987,276
2017-10-17 09:00:00,658,358,199,271,271,6583,432
2017-10-17 10:00:00,648,356,199,269,248,7402,420
2017-10-17 11:00:00,652,355,199,268,300,7635,448
2017-10-17 12:00:00,632,355,198,270,242,7493,441
2017-10-17 13:00:00,629,359,198,267,392,7285,488
2017-10-17 14:00:00,628,366,197,300,835,7020,503
2017-10-17 15:00:00,619,366,197,334,1108,6154,488
2017-10-17 16:00:00,618,366,198,359,1448,4076,361
2017-10-17 17:00:00,616,359,202,426,1631,1195,101
2017-10-17 18:00:00,626,363,201,435,1763,15,0
2017-10-17 19:00:00,647,365,201,436,1928,0,0
2017-10-17 20:00:00,663,355,201,435,1951,0,0
2017-10-17 21:00:00,683,341,202,417,1997,0,0
2017-10-17 22:00:00,685,310,202,417,1797,0,0
2017-10-17 23:00:00,689,309,203,306,1638,0,0
2017-10-18 00:00:00,690,310,203,261,1760,0,0
2017-10-18 01:00:00,694,309,203,242,2147,0,0
2017-10-18 02:00:00,695,309,202,243,2202,0,0
2017-10-18 03:00:00,696,312,203,241,2109,0,0
2017-10-18 04:00:00,714,310,203,261,2089,0,0
2017-10-18 05:00:00,713,310,203,280,1783,0,0
2017-10-18 06:00:00,704,311,200,438,1685,0,0
2017-10-18 07:00:00,710,321,192,436,1390,548,0
2017-10-18 08:00:00,705,328,188,286,1070,2347,0
2017-10-18 09:00:00,683,345,192,258,843,4777,3
2017-10-18 10:00:00,669,352,190,254,606,6314,9
2017-10-18 11:00:00,695,349,188,263,491,6574,0
2017-10-18 12:00:00,702,351,190,266,569,6621,0
2017-10-18 13:00:00,701,356,194,270,744,6788,0
2017-10-18 14:00:00,672,361,199,285,1135,6723,0
2017-10-18 15:00:00,640,361,200,336,1365,5874,0
2017-10-18 16:00:00,641,366,201,366,1438,4140,0
2017-10-18 17:00:00,605,369,202,487,2064,1241,0
2017-10-18 18:00:00,600,370,203,516,2641,14,0
2017-10-18 19:00:00,590,370,204,525,2905,0,0
2017-10-18 20:00:00,584,368,205,503,2854,0,0
2017-10-18 21:00:00,641,348,205,394,2881,0,0
2017-10-18 22:00:00,669,340,205,285,3000,0,0
2017-10-18 23:00:00,670,340,204,265,3309,0,0
2017-10-19 00:00:00,671,341,204,236,3390,0,0
2017-10-19 01:00:00,671,340,206,241,3312,0,0
2017-10-19 02:00:00,671,339,207,244,3651,0,0
2017-10-19 03:00:00,670,339,207,243,3557,0,0
2017-10-19 04:00:00,669,341,206,244,3633,0,0
2017-10-19 05:00:00,669,339,207,290,3571,0,0
2017-10-19 06:00:00,684,343,205,456,3572,0,0
2017-10-19 07:00:00,704,352,205,467,3464,789,0
2017-10-19 08:00:00,710,358,205,324,3240,4346,0
2017-10-19 09:00:00,671,359,205,327,2997,7058,114
2017-10-19 10:00:00,668,357,200,332,3485,7731,344
2017-10-19 11:00:00,679,358,204,322,3573,7619,484
2017-10-19 12:00:00,726,352,203,307,3569,7716,475
2017-10-19 13:00:00,804,356,201,306,3808,7759,470
2017-10-19 14:00:00,812,356,201,305,4358,7534,457
2017-10-19 15:00:00,852,354,202,331,4187,6720,438
2017-10-19 16:00:00,886,356,202,354,4206,4759,356
2017-10-19 17:00:00,897,358,203,495,4079,1166,86
2017-10-19 18:00:00,897,355,203,517,3718,0,0
2017-10-19 19:00:00,849,354,204,515,3377,0,0
2017-10-19 20:00:00,934,349,204,456,3159,0,0
2017-10-19 21:00:00,933,338,205,334,3427,0,0
2017-10-19 22:00:00,924,329,204,257,3683,0,0
2017-10-19 23:00:00,929,326,205,236,3728,0,0
2017-10-20 00:00:00,931,326,206,239,3840,0,0
2017-10-20 01:00:00,931,328,204,240,3652,0,0
2017-10-20 02:00:00,931,328,201,239,3449,0,0
2017-10-20 03:00:00,931,322,200,238,3251,0,0
2017-10-20 04:00:00,933,317,200,238,3321,0,0
2017-10-20 05:00:00,940,313,201,238,3121,0,0
2017-10-20 06:00:00,845,317,201,404,3104,0,0
2017-10-20 07:00:00,885,321,202,435,3120,765,0
2017-10-20 08:00:00,928,334,201,271,3107,3353,75
2017-10-20 09:00:00,922,339,199,257,3128,5052,159
2017-10-20 10:00:00,921,338,199,255,3330,6165,138
2017-10-20 11:00:00,921,337,202,255,3468,7052,37
2017-10-20 12:00:00,932,339,201,233,3557,7609,39
2017-10-20 13:00:00,983,343,201,232,3508,7835,45
2017-10-20 14:00:00,996,351,201,231,3665,7431,57
2017-10-20 15:00:00,995,350,200,240,3704,6223,0
2017-10-20 16:00:00,979,353,200,251,3675,4140,0
2017-10-20 17:00:00,994,352,200,278,3317,1122,0
2017-10-20 18:00:00,997,348,200,355,3297,3,0
2017-10-20 19:00:00,956,349,199,431,3142,0,0
2017-10-20 20:00:00,934,347,201,396,3019,0,0
2017-10-20 21:00:00,949,335,201,273,2921,0,0
2017-10-20 22:00:00,993,328,202,249,3083,0,0
2017-10-20 23:00:00,1006,327,202,245,3488,0,0
2017-10-21 00:00:00,1007,316,197,209,3467,0,0
2017-10-21 01:00:00,1007,320,197,209,3747,0,0
2017-10-21 02:00:00,1007,318,197,209,3726,0,0
2017-10-21 03:00:00,1006,320,197,209,3679,0,0
2017-10-21 04:00:00,1006,320,197,209,3369,0,0
2017-10-21 05:00:00,1007,322,197,212,3032,0,0
2017-10-21 06:00:00,1009,322,197,399,2278,0,0
2017-10-21 07:00:00,1001,321,198,405,1568,820,0
2017-10-21 08:00:00,976,318,198,266,1372,4604,58
2017-10-21 09:00:00,994,319,202,290,1050,7373,289
2017-10-21 10:00:00,993,320,197,289,832,8090,364
2017-10-21 11:00:00,992,318,184,252,775,8057,366
2017-10-21 12:00:00,987,316,186,238,747,8028,355
2017-10-21 13:00:00,984,321,198,238,752,8284,352
2017-10-21 14:00:00,981,319,202,248,755,8222,350
2017-10-21 15:00:00,979,318,201,252,740,7684,339
2017-10-21 16:00:00,980,317,201,300,716,5567,279
2017-10-21 17:00:00,982,315,203,435,569,1512,50
2017-10-21 18:00:00,984,310,204,477,677,17,0
2017-10-21 19:00:00,985,310,203,478,772,0,0
2017-10-21 20:00:00,986,308,197,442,669,0,0
2017-10-21 21:00:00,986,308,204,331,612,0,0
2017-10-21 22:00:00,986,308,204,231,466,0,0
2017-10-21 23:00:00,977,308,204,207,337,0,0
2017-10-22 00:00:00,919,311,205,278,336,0,0
2017-10-22 01:00:00,925,313,205,271,319,0,0
2017-10-22 02:00:00,926,312,205,233,279,0,0
2017-10-22 03:00:00,925,324,205,223,276,0,0
2017-10-22 04:00:00,926,324,205,223,289,0,0
2017-10-22 05:00:00,927,326,206,219,299,0,0
2017-10-22 06:00:00,926,329,205,247,325,0,0
2017-10-22 07:00:00,917,323,205,242,288,921,7
2017-10-22 08:00:00,890,316,205,185,303,4700,156
2017-10-22 09:00:00,890,317,204,167,365,7027,332
2017-10-22 10:00:00,887,321,203,167,374,7894,376
2017-10-22 11:00:00,882,325,202,165,483,8088,372
2017-10-22 12:00:00,878,319,199,218,517,7939,360
2017-10-22 13:00:00,877,323,199,203,547,7994,356
2017-10-22 14:00:00,888,331,198,211,441,8026,358
2017-10-22 15:00:00,909,331,198,231,340,7522,344
2017-10-22 16:00:00,909,331,199,262,247,5449,285
2017-10-22 17:00:00,908,330,200,420,322,1450,55
2017-10-22 18:00:00,914,327,201,429,397,16,0
2017-10-22 19:00:00,917,330,199,426,394,0,0
2017-10-22 20:00:00,916,331,202,388,524,0,0
2017-10-22 21:00:00,913,328,202,265,589,0,0
2017-10-22 22:00:00,910,330,202,230,755,0,0
2017-10-22 23:00:00,910,330,202,226,777,0,0
2017-10-23 00:00:00,909,338,202,190,601,0,0
2017-10-23 01:00:00,907,339,203,190,485,0,0
2017-10-23 02:00:00,905,339,203,189,507,0,0
2017-10-23 03:00:00,906,336,203,191,496,0,0
2017-10-23 04:00:00,906,336,202,191,570,0,0
2017-10-23 05:00:00,906,337,202,228,601,0,0
2017-10-23 06:00:00,905,337,202,382,711,0,0
2017-10-23 07:00:00,903,341,199,386,742,897,3
2017-10-23 08:00:00,899,348,197,248,690,4674,157
2017-10-23 09:00:00,894,348,196,231,729,7280,335
2017-10-23 10:00:00,890,348,193,236,824,7600,371
2017-10-23 11:00:00,887,332,191,255,755,7901,366
2017-10-23 12:00:00,885,306,188,255,819,7984,353
2017-10-23 13:00:00,884,312,198,222,757,8092,348
2017-10-23 14:00:00,881,330,210,214,680,8043,342
2017-10-23 15:00:00,882,341,215,218,755,7540,331
2017-10-23 16:00:00,884,344,216,276,800,5410,271
2017-10-23 17:00:00,887,347,215,471,726,1398,50
2017-10-23 18:00:00,890,353,216,505,640,9,0
2017-10-23 19:00:00,889,356,213,507,663,0,0
2017-10-23 20:00:00,889,357,214,462,639,0,0
2017-10-23 21:00:00,889,358,217,373,630,0,0
2017-10-23 22:00:00,889,345,217,282,666,0,0
2017-10-23 23:00:00,889,324,214,272,681,0,0
2017-10-24 00:00:00,889,324,218,237,685,0,0
2017-10-24 01:00:00,890,346,221,236,691,0,0
2017-10-24 02:00:00,892,350,221,231,766,0,0
2017-10-24 03:00:00,893,351,221,196,702,0,0
2017-10-24 04:00:00,895,352,221,231,641,0,0
2017-10-24 05:00:00,895,349,221,237,675,0,0
2017-10-24 06:00:00,895,348,220,363,750,0,0
2017-10-24 07:00:00,898,356,219,399,758,808,8
2017-10-24 08:00:00,894,360,218,252,747,4442,145
2017-10-24 09:00:00,894,359,218,234,944,7131,327
2017-10-24 10:00:00,891,363,218,204,962,7931,366
2017-10-24 11:00:00,885,359,217,202,1062,8037,358
2017-10-24 12:00:00,883,358,218,207,1105,7969,345
2017-10-24 13:00:00,880,363,217,233,1046,8022,344
2017-10-24 14:00:00,886,370,216,248,1071,8023,347
2017-10-24 15:00:00,903,364,194,319,1002,7493,336
2017-10-24 16:00:00,904,355,204,374,716,5341,275
2017-10-24 17:00:00,906,351,219,512,477,1402,48
2017-10-24 18:00:00,910,349,229,519,351,90,0
2017-10-24 19:00:00,916,349,231,521,307,72,0
2017-10-24 20:00:00,917,356,232,519,306,34,0
2017-10-24 21:00:00,917,349,231,338,356,0,0
2017-10-24 22:00:00,919,338,232,292,397,0,0
2017-10-24 23:00:00,919,336,231,289,427,0,0
2017-10-25 00:00:00,920,339,231,253,429,0,0
2017-10-25 01:00:00,920,340,231,210,459,0,0
2017-10-25 02:00:00,921,347,228,213,510,0,0
2017-10-25 03:00:00,920,351,232,212,515,0,0
2017-10-25 04:00:00,920,352,232,205,492,0,0
2017-10-25 05:00:00,921,352,231,243,448,0,0
2017-10-25 06:00:00,921,354,228,347,404,0,0
2017-10-25 07:00:00,921,361,224,336,310,777,0
2017-10-25 08:00:00,918,367,224,238,230,4446,70
2017-10-25 09:00:00,915,366,224,218,282,7177,294
2017-10-25 10:00:00,911,367,222,265,354,7827,357
2017-10-25 11:00:00,908,364,221,300,421,7926,357
2017-10-25 12:00:00,904,364,222,307,479,7904,344
2017-10-25 13:00:00,900,370,222,282,483,7989,335
2017-10-25 14:00:00,899,380,222,265,444,7889,331
2017-10-25 15:00:00,901,382,226,300,422,7343,317
2017-10-25 16:00:00,903,384,227,356,330,5084,251
2017-10-25 17:00:00,907,382,227,458,304,1207,43
2017-10-25 18:00:00,909,375,231,564,422,1,0
2017-10-25 19:00:00,912,368,231,564,494,0,0
2017-10-25 20:00:00,913,362,233,528,490,0,0
2017-10-25 21:00:00,914,354,233,344,514,0,0
2017-10-25 22:00:00,915,340,231,278,544,0,0
2017-10-25 23:00:00,917,341,231,253,607,0,0
2017-10-26 00:00:00,916,342,230,245,654,0,0
2017-10-26 01:00:00,917,342,230,243,739,0,0
2017-10-26 02:00:00,919,339,230,210,666,0,0
2017-10-26 03:00:00,920,342,231,211,658,0,0
2017-10-26 04:00:00,922,344,231,210,630,0,0
2017-10-26 05:00:00,923,338,230,244,603,0,0
2017-10-26 06:00:00,922,337,222,401,544,0,0
2017-10-26 07:00:00,920,349,226,416,216,745,0
2017-10-26 08:00:00,919,357,228,275,146,4271,73
2017-10-26 09:00:00,913,357,229,260,102,7071,250
2017-10-26 10:00:00,903,359,223,259,94,7735,362
2017-10-26 11:00:00,913,354,224,258,110,7563,360
2017-10-26 12:00:00,910,358,225,274,102,7477,349
2017-10-26 13:00:00,908,361,225,287,127,7558,347
2017-10-26 14:00:00,906,367,224,311,204,7544,348
2017-10-26 15:00:00,904,370,224,341,310,7212,338
2017-10-26 16:00:00,904,368,225,411,601,5065,274
2017-10-26 17:00:00,906,369,226,535,853,1208,46
2017-10-26 18:00:00,911,366,228,526,925,10,0
2017-10-26 19:00:00,915,376,232,532,995,0,0
2017-10-26 20:00:00,916,372,232,487,1069,0,0
2017-10-26 21:00:00,916,362,232,367,1057,0,0
2017-10-26 22:00:00,916,340,232,286,1027,0,0
2017-10-26 23:00:00,917,327,232,254,975,0,0
2017-10-27 00:00:00,918,342,236,258,920,0,0
2017-10-27 01:00:00,918,351,236,257,736,0,0
2017-10-27 02:00:00,919,356,235,250,633,0,0
2017-10-27 03:00:00,920,353,235,218,424,0,0
2017-10-27 04:00:00,922,356,235,253,277,0,0
2017-10-27 05:00:00,924,356,235,296,151,0,0
2017-10-27 06:00:00,923,354,236,426,133,0,0
2017-10-27 07:00:00,924,362,235,428,115,710,10
2017-10-27 08:00:00,922,370,230,345,93,4279,150
2017-10-27 09:00:00,918,368,216,300,51,7121,318
2017-10-27 10:00:00,914,367,215,292,42,7908,361
2017-10-27 11:00:00,911,366,217,293,82,7949,355
2017-10-27 12:00:00,907,369,217,296,26,7872,345
2017-10-27 13:00:00,905,372,218,299,0,7958,344
2017-10-27 14:00:00,905,378,225,312,0,7896,345
2017-10-27 15:00:00,903,375,221,349,17,7273,334
2017-10-27 16:00:00,903,368,227,564,64,5004,263
2017-10-27 17:00:00,906,354,226,583,152,1141,37
2017-10-27 18:00:00,909,357,228,582,369,23,0
2017-10-27 19:00:00,912,351,235,579,435,6,0
2017-10-27 20:00:00,914,347,236,570,384,7,0
2017-10-27 21:00:00,915,340,236,475,360,7,0
2017-10-27 22:00:00,916,330,234,353,330,7,0
2017-10-27 23:00:00,917,332,235,243,311,5,0
2017-10-28 00:00:00,918,333,236,209,229,0,0
2017-10-28 01:00:00,918,334,237,208,166,0,0
2017-10-28 02:00:00,918,335,237,207,113,0,0
2017-10-28 03:00:00,918,334,237,190,102,0,0
2017-10-28 04:00:00,918,339,237,208,94,0,0
2017-10-28 05:00:00,919,336,237,215,89,0,0
2017-10-28 06:00:00,919,340,236,408,81,0,0
2017-10-28 07:00:00,919,340,235,425,67,655,5
2017-10-28 08:00:00,920,344,234,320,57,4126,147
2017-10-28 09:00:00,917,345,234,239,62,6946,319
2017-10-28 10:00:00,912,343,233,232,68,7669,365
2017-10-28 11:00:00,908,344,231,270,96,7755,359
2017-10-28 12:00:00,906,345,226,276,70,7767,345
2017-10-28 13:00:00,904,342,229,273,43,7801,341
2017-10-28 14:00:00,901,344,233,293,19,7719,342
2017-10-28 15:00:00,900,344,234,318,6,7059,328
2017-10-28 16:00:00,902,346,233,460,0,4864,257
2017-10-28 17:00:00,905,346,234,509,0,1066,39
2017-10-28 18:00:00,907,348,234,529,0,0,0
2017-10-28 19:00:00,910,346,234,519,17,0,0
2017-10-28 20:00:00,912,350,234,500,121,0,0
2017-10-28 21:00:00,912,348,234,440,240,0,0
2017-10-28 22:00:00,918,345,234,362,451,0,0
2017-10-28 23:00:00,919,348,234,255,373,0,0
2017-10-29 00:00:00,919,349,234,243,335,0,0
2017-10-29 01:00:00,920,347,235,243,289,0,0
2017-10-29 02:00:00,921,347,235,235,368,0,0
2017-10-29 03:00:00,922,345,235,237,389,0,0
2017-10-29 04:00:00,924,348,236,243,365,0,0
2017-10-29 05:00:00,924,348,237,251,288,0,0
2017-10-29 06:00:00,924,350,235,397,336,0,0
2017-10-29 07:00:00,923,340,234,410,222,620,0
2017-10-29 08:00:00,922,349,236,299,125,4047,78
2017-10-29 09:00:00,919,349,226,200,74,6562,242
2017-10-29 10:00:00,916,349,229,198,79,7581,330
2017-10-29 11:00:00,913,346,234,230,154,7608,352
2017-10-29 12:00:00,910,345,235,242,176,7231,342
2017-10-29 13:00:00,908,348,235,259,270,6695,339
2017-10-29 14:00:00,906,343,235,254,365,6323,343
2017-10-29 15:00:00,906,349,235,263,397,5692,329
2017-10-29 16:00:00,905,354,235,434,561,3512,257
2017-10-29 17:00:00,908,358,235,456,1171,658,36
2017-10-29 18:00:00,911,358,237,515,1634,0,0
2017-10-29 19:00:00,910,360,237,516,1613,0,0
2017-10-29 20:00:00,912,358,233,487,2021,0,0
2017-10-29 21:00:00,912,352,233,451,2651,0,0
2017-10-29 22:00:00,913,348,233,370,2921,0,0
2017-10-29 23:00:00,917,344,233,248,3036,0,0
2017-10-30 00:00:00,921,346,234,265,2861,0,0
2017-10-30 01:00:00,920,345,234,261,2549,0,0
2017-10-30 02:00:00,922,347,233,206,2477,0,0
2017-10-30 03:00:00,924,346,232,206,2600,0,0
2017-10-30 04:00:00,925,345,234,224,2472,0,0
2017-10-30 05:00:00,926,344,234,249,2400,0,0
2017-10-30 06:00:00,927,344,235,417,2576,0,0
2017-10-30 07:00:00,924,347,234,421,2437,400,0
2017-10-30 08:00:00,925,355,234,319,2262,3251,116
2017-10-30 09:00:00,925,355,221,253,1981,6022,269
2017-10-30 10:00:00,924,355,200,225,1856,7157,339
2017-10-30 11:00:00,920,343,210,220,2069,7330,342
2017-10-30 12:00:00,917,346,224,219,2410,7012,268
2017-10-30 13:00:00,915,353,234,223,2662,6603,244
2017-10-30 14:00:00,914,354,233,274,3143,6404,210
2017-10-30 15:00:00,914,365,233,283,3484,5528,141
2017-10-30 16:00:00,914,368,232,416,3146,3427,0
2017-10-30 17:00:00,916,369,236,443,3062,758,0
2017-10-30 18:00:00,918,366,235,436,2962,63,0
2017-10-30 19:00:00,920,385,233,436,3082,60,0
2017-10-30 20:00:00,918,423,235,434,2900,56,0
2017-10-30 21:00:00,919,419,234,390,2691,56,0
2017-10-30 22:00:00,920,408,234,352,2592,56,0
2017-10-30 23:00:00,920,374,234,261,2622,55,0
2017-10-31 00:00:00,920,351,234,210,2407,0,0
2017-10-31 01:00:00,921,351,235,215,2411,0,0
2017-10-31 02:00:00,920,349,235,218,2200,0,0
2017-10-31 03:00:00,921,334,235,218,2102,0,0
2017-10-31 04:00:00,920,312,232,200,2028,0,0
2017-10-31 05:00:00,922,311,233,220,1934,0,0
2017-10-31 06:00:00,921,313,232,396,1660,0,0
2017-10-31 07:00:00,908,317,232,445,1337,323,0
2017-10-31 08:00:00,919,328,227,309,1044,2218,56
2017-10-31 09:00:00,917,349,228,286,854,3988,249
2017-10-31 10:00:00,916,357,231,281,822,4749,322
2017-10-31 11:00:00,915,348,235,266,717,5294,331
2017-10-31 12:00:00,889,361,227,263,558,5663,324
2017-10-31 13:00:00,910,365,225,270,488,5896,322
2017-10-31 14:00:00,913,381,224,307,376,5780,313
2017-10-31 15:00:00,914,384,224,290,332,5431,287
2017-10-31 16:00:00,913,383,233,442,252,3456,201
2017-10-31 17:00:00,914,383,234,488,231,751,17
2017-10-31 18:00:00,919,383,235,487,244,0,0
2017-10-31 19:00:00,920,385,236,490,341,0,0
2017-10-31 20:00:00,921,381,228,453,418,0,0
2017-10-31 21:00:00,923,371,227,422,474,0,0
2017-10-31 22:00:00,923,361,227,364,626,0,0
2017-10-31 23:00:00,923,360,227,264,740,0,0
2017-11-01 00:00:00,924,357,228,199,797,0,0
2017-11-01 01:00:00,924,356,228,222,768,0,0
2017-11-01 02:00:00,924,359,227,224,827,0,0
2017-11-01 03:00:00,923,361,227,207,790,0,0
2017-11-01 04:00:00,924,361,227,212,671,0,0
2017-11-01 05:00:00,924,361,222,235,533,0,0
2017-11-01 06:00:00,925,358,216,423,427,0,0
2017-11-01 07:00:00,921,356,210,430,284,394,0
2017-11-01 08:00:00,920,361,210,291,190,3412,106
2017-11-01 09:00:00,917,356,204,242,176,6432,235
2017-11-01 10:00:00,916,359,207,238,157,7353,321
2017-11-01 11:00:00,913,356,208,238,121,7550,332
2017-11-01 12:00:00,910,359,207,224,109,7430,324
2017-11-01 13:00:00,909,358,208,199,152,7535,319
2017-11-01 14:00:00,909,356,209,234,263,7412,317
2017-11-01 15:00:00,908,362,211,267,418,6686,314
2017-11-01 16:00:00,911,362,212,428,811,4205,234
2017-11-01 17:00:00,914,361,212,479,1211,805,25
2017-11-01 18:00:00,917,360,211,521,1549,0,0
2017-11-01 19:00:00,919,361,217,522,1482,0,0
2017-11-01 20:00:00,920,363,217,489,1428,0,0
2017-11-01 21:00:00,920,350,216,454,1598,0,0
2017-11-01 22:00:00,920,318,216,353,1893,0,0
2017-11-01 23:00:00,922,320,214,205,2100,0,0
2017-11-02 00:00:00,923,322,208,194,2510,0,0
2017-11-02 01:00:00,923,322,209,179,2381,0,0
